OCC2010,emp_tot,emp_for,emp_nat,emp_noncit,n_obs,n_obs_for,foreign_share,noncit_share,usable
7855,5013216.376200001,1792742.4269000012,3220473.949300001,1339545.718,1545,561,0.3576032415857728,0.26720285291483287,TRUE
4650,4957065.324399999,712131.2146000001,4244934.109799997,311530.3922,1384,173,0.1436598406510199,0.06284573065167494,TRUE
7150,4895504.233599991,968306.4630000005,3927197.770599997,751234.4348000002,1454,223,0.19779504149012658,0.15345394446683328,TRUE
1060,4892248.068899991,1434598.6053999981,3457649.4634999954,855842.8051000002,1399,374,0.2932391377534058,0.1749385544327956,TRUE
6520,4872698.309100003,654214.3427999999,4218483.966300001,350303.62850000005,1452,164,0.1342612042239969,0.07189109735067957,TRUE
3030,4773133.766299999,586347.8214000002,4186785.944900002,184346.93440000003,1419,141,0.12284336666611395,0.0386217825491408,TRUE
5330,4766129.542,344047.5729,4422081.969100001,96696.6651,1407,81,0.07218594666137172,0.020288299813903798,TRUE
6220,4732763.372699998,2099783.828099999,2632979.5446000006,1608721.1093999997,1338,501,0.4436697258544941,0.3399115871035486,TRUE
2920,4712274.2382,358814.92669999995,4353459.311499999,170373.44490000003,1253,102,0.07614474637135307,0.03615524824910859,TRUE
60,4684507.9271,447826.9958,4236680.9313,191145.01819999993,1681,132,0.09559744647016374,0.0408036492145143,TRUE
5140,4680138.221400003,535043.4379,4145094.783500005,136674.9067,1462,129,0.11432214447289309,0.02920317739229408,TRUE
6240,4678739.231900006,2673421.515699999,2005317.7161999992,2047859.6797000011,1299,632,0.5713978452725906,0.43769476737184576,TRUE
1540,4655438.397599999,534484.9293000003,4120953.468299997,151140.00019999998,1501,154,0.11480872125287736,0.03246525617821871,TRUE
2860,4610081.000799996,1639052.9794,2971028.0214,584033.8765000001,1305,473,0.3555366986210377,0.12668625050159676,TRUE
340,4603885.756499999,902711.2760000005,3701174.4805000024,397105.66230000014,1554,257,0.19607595056534732,0.08625445619265122,TRUE
5260,4594097.110000002,610085.0671000001,3984012.0429000054,201643.3408,1393,149,0.13279759928714258,0.04389183249110725,TRUE
7410,4568041.241900005,264744.63609999995,4303296.605800002,181271.6593,1536,66,0.0579558331635998,0.039682579403465035,TRUE
2900,4537491.037900003,585020.8729000002,3952470.165000002,222827.80870000008,1216,115,0.12893047457582502,0.04910815400819548,TRUE
8320,4498693.226400003,1806434.5176,2692258.708799999,1057339.6815999998,1350,470,0.4015464995477289,0.23503262578455847,TRUE
2825,4486922.384600001,298099.85709999996,4188822.5274999985,70489.8171,1601,85,0.06643748911796139,0.015710059380999078,TRUE
3649,4388160.622299999,669604.2025000002,3718556.4198,212323.16409999994,1302,167,0.15259336659127024,0.048385458595340436,TRUE
4800,4387572.404799998,263745.74860000005,4123826.6561999996,74853.56909999998,1195,63,0.06011199913452427,0.017060360990991348,TRUE
2830,4348299.164099993,398573.4817000001,3949725.6823999975,100932.6277,1293,94,0.0916619272635756,0.02321197872798408,TRUE
9050,4342030.323400005,604927.5761000003,3737102.7473,145901.8058,1134,138,0.13931905837689196,0.033602207938002684,TRUE
3910,4262236.084999996,299521.6778999998,3962714.407099994,31801.016300000003,1278,82,0.07027336635671133,0.007461110944069169,TRUE
950,4248613.707499994,628723.7633999997,3619889.9440999962,245933.6932,1207,162,0.14798327329456337,0.057885632851454136,TRUE
5410,4230716.038100005,777165.8650000006,3453550.173100002,234841.86929999996,1144,178,0.18369605948524548,0.055508776099628364,TRUE
8300,4190928.040099996,1758710.5670000017,2432217.4731,1191549.2773,1285,517,0.4196470448006162,0.2843163294379947,TRUE
4750,4189099.915000002,275100.4646,3913999.450400001,129559.544,1404,69,0.065670542642094,0.03092777604470194,TRUE
1106,4091716.2843999965,937130.5408999999,3154585.7435000003,279332.779,1167,226,0.22903116339539153,0.06826787577256495,TRUE
5350,4073077.3323000045,724484.0300000005,3348593.302300008,365353.4733,1168,182,0.1778714153681181,0.08969961616066113,TRUE
860,4064383.758299998,331247.29400000005,3733136.464299999,81728.82410000001,1103,72,0.08150000435454703,0.020108540177363708,TRUE
6660,4001316.5456000003,405538.3823000001,3595778.163300001,104307.3804,1174,95,0.10135123719365456,0.026068265085075648,TRUE
1610,3993389.439699993,574068.3518,3419321.0878999946,306548.2337000001,1484,167,0.14375466266649098,0.0767639215580812,TRUE
7720,3981170.2912999988,1476436.015900001,2504734.2753999974,478093.9185,1177,384,0.37085477582469606,0.12008878885305978,TRUE
9720,3977112.5475000017,1021449.0785999997,2955663.468899998,732738.7504999997,1050,224,0.25683182620569256,0.18423887726300242,TRUE
940,3952185.7305999957,898914.5891999999,3053271.1413999978,237213.93980000002,1166,205,0.22744745578126777,0.06002094941119777,TRUE
7020,3950143.8539000037,643496.2083000002,3306647.6456000023,328250.08429999993,1207,157,0.16290449970946552,0.08309826083318875,TRUE
5300,3905618.8816000046,730355.2018000004,3175263.6798000033,221889.09009999997,1196,193,0.18700114474579704,0.056812786097833294,TRUE
2025,3861531.964799995,492043.4720999998,3369488.492699997,114077.48919999998,1267,133,0.12742183065820736,0.029542028977069087,TRUE
5420,3824558.7495000013,513895.29100000014,3310663.458499999,219996.09369999997,1133,127,0.13436721061408288,0.057521954324472296,TRUE
7950,3791608.2844999973,665226.3317999996,3126381.9526999975,360833.9279000001,1089,170,0.17544700873226507,0.09516645729862984,TRUE
5100,3664100.3942999947,324718.18019999994,3339382.2140999963,97005.461100000015,1006,88,0.08862152923133415,0.026474564193411612,TRUE
3710,3647587.341499997,134222.2035,3513365.137999997,14215.757,1131,26,0.03679752969117494,0.003897304072273169,TRUE
5540,3546433.234799997,501371.58870000014,3045061.6460999986,92815.5001,1002,115,0.14137347456035648,0.026171506399509135,TRUE
4240,3497177.1106000007,308231.8861,3188945.224500002,103603.9452,962,69,0.08813733944607613,0.029625020959325954,TRUE
8620,3484965.8057000046,121701.0746,3363264.7311000023,40529.2727,1113,26,0.034921741384361916,0.011629747595718267,TRUE
3620,3394457.2505999976,150244.10479999997,3244213.1457999973,14369.538600000002,1087,45,0.044261598749974866,0.004233235990071776,TRUE
3220,3373815.549399999,422710.2786,2951105.270800001,43929.494000000006,1066,102,0.12529146078397055,0.013020715968841998,TRUE
810,3334315.9551999965,219121.28729999997,3115194.667899996,57703.6604,1119,60,0.06571701369759868,0.0173059965448112,TRUE
6730,3289936.5171000035,312879.05299999984,2977057.4641000037,222123.23559999999,1115,82,0.09510185116757051,0.06751596404534761,TRUE
7840,3275212.6847000057,817516.7770999998,2457695.9076000014,510072.6842,960,211,0.24960723342303512,0.15573727061536471,TRUE
7260,3254518.0172000043,443398.7800999998,2811119.2371,335616.3557999999,1008,121,0.13624099720961877,0.10312321333797514,TRUE
7900,3238044.2393000014,604422.4617999999,2633621.7775000003,226313.75150000007,917,136,0.1866628177787539,0.06989211226741128,TRUE
3250,3229285.7554000025,288914.6429999998,2940371.1124,84083.6501,1031,90,0.08946704159484108,0.026037847520739087,TRUE
5360,3197323.5282000033,364515.21979999996,2832808.3084000046,91375.07400000001,905,97,0.11400636081554469,0.028578613704269527,TRUE
9420,3172064.758899995,426569.1657,2745495.5931999963,163103.4145,938,98,0.13447681498404376,0.05141869000069243,TRUE
1720,3102695.163800002,901811.5603,2200883.6035000025,339692.1722999999,947,274,0.29065425789219757,0.10948293479271891,TRUE
4400,3096949.6574999997,940975.0671999999,2155974.590300001,259117.4271,969,274,0.3038393165097809,0.08366859515216386,TRUE
726,3059244.3399,147261.4979,2911982.842000001,35017.3922,1001,50,0.048136559731222266,0.011446418889556446,TRUE
8610,3053075.3326999974,513224.2200000002,2539851.1127,144984.52719999998,935,140,0.1681007391147891,0.04748802810305451,TRUE
5250,3007721.295799996,512699.20830000006,2495022.0874999985,65656.86,872,114,0.17046100947449386,0.02182943615543226,TRUE
1400,2964901.5734999985,1021797.3832000004,1943104.1902999992,439123.24490000005,772,237,0.34463113120945593,0.14810719142410692,TRUE
8650,2948231.077900001,595462.7032000003,2352768.3746999996,340626.47169999994,879,151,0.20197287372200934,0.1155358798885687,TRUE
9360,2940374.2559999973,286921.25640000013,2653452.999599998,140347.2776,923,65,0.09757984236684203,0.04773109318094918,TRUE
8760,2930540.4200000004,603047.5105999999,2327492.909399997,171631.2032,846,152,0.20578030812487474,0.05856640025459876,TRUE
1740,2909221.5752999987,167364.51559999998,2741857.059699999,115559.50009999999,973,67,0.057528968237058865,0.039721793995042644,TRUE
5220,2894578.547399998,203800.41019999995,2690778.137199998,95319.7475,922,53,0.0704076282134613,0.0329304408013454,TRUE
4530,2857202.523199998,826659.1332999998,2030543.389899999,398157.29990000004,755,203,0.28932465465351803,0.1393521448574368,TRUE
2060,2849392.6790999966,223401.09330000004,2625991.5857999967,52075.17060000001,883,60,0.07840305582962438,0.018275884184712782,TRUE
1350,2843042.161499999,414622.0342999996,2428420.1272000014,245022.6573,815,111,0.14583745535495105,0.08618326545348352,TRUE
4830,2830457.3755000015,399154.5819,2431302.793600002,180350.1521,775,93,0.14102123047498258,0.06371767109481416,TRUE
6765,2727772.1837999984,661927.0647,2065845.1191000016,534222.2193999998,746,162,0.24266215068513683,0.19584561444416038,TRUE
2810,2710786.1668000002,462608.26210000017,2248177.9047000012,146614.45899999994,971,146,0.17065464910723482,0.05408558623901855,TRUE
4740,2701666.6829999983,537495.4017999998,2164171.2812,350115.0326,839,137,0.19894956146224205,0.129592238303514,TRUE
3730,2698269.928600001,235896.70760000005,2462373.221000002,91291.52440000001,837,72,0.0874251701431499,0.03383335500735713,TRUE
1560,2687161.3095000014,147824.613,2539336.696500001,43054.7485,903,41,0.05501143994496767,0.016022390746616984,TRUE
2400,2673310.086899998,172030.17380000005,2501279.913099998,93416.092,956,55,0.06435099865256869,0.034943979173148,TRUE
2015,2630624.087600004,64520.764899999995,2566103.3227000027,6864.7772,796,20,0.024526790127153513,0.0026095622070665897,TRUE
2050,2615369.612900002,164906.95059999998,2450462.6623000004,109606.4618,741,43,0.06305301926986377,0.041908593439099036,TRUE
5320,2562231.6842000005,280737.05640000006,2281494.6278,83327.46759999999,788,68,0.10956739709807074,0.03252144141134416,TRUE
4340,2539250.9098,145433.638,2393817.2717999998,116908.8693,683,43,0.057274228962058284,0.04604069209891832,TRUE
4950,2505796.2276,449557.2397999999,2056238.9878000019,258552.10629999996,767,110,0.17940694253122752,0.1031816168658039,TRUE
3648,2474347.3297000024,146475.1563,2327872.1734000007,94898.4801,729,43,0.05919749201813114,0.03835293410949941,TRUE
8950,2395292.4077000013,581608.8992000003,1813683.5085000016,404743.01249999984,659,143,0.242813318879289,0.1689743645489365,TRUE
2760,2356476.1664000023,210459.2972999999,2146016.8691000016,126167.619,619,54,0.08931102308644155,0.05354079994483745,TRUE
5630,2345717.394400001,332139.0837,2013578.3107000012,291147.80129999993,684,91,0.14159381880056193,0.12411887382302127,TRUE
930,2252076.240599999,218939.71020000003,2033136.5303999984,63953.110499999995,684,59,0.09721682874362637,0.02839740029536548,TRUE
137,2237163.6498000007,143410.3436,2093753.3062000005,34987.5844,718,34,0.06410364463628786,0.01563926018694602,TRUE
7130,2233964.9362,263492.34719999996,1970472.5890000002,118965.97249999999,629,63,0.117948291367636,0.053253285480103586,TRUE
9350,2204742.4115000004,827494.9423999998,1377247.4691,372806.0482000002,557,169,0.37532499855028967,0.16909279118296677,TRUE
6250,2133131.003,841469.1462999998,1291661.8566999994,713337.3003999996,661,255,0.3944760753636657,0.33440857565558507,TRUE
640,2118503.7286000033,300870.74960000004,1817632.9790000024,111720.7006,606,61,0.14202040125689472,0.05273566389889233,TRUE
6005,2115634.4576999997,700083.3677,1415551.09,380320.3817,740,173,0.3309094182844288,0.17976658506189355,TRUE
9750,2104745.1821000013,368822.4524,1735922.729700001,220568.97519999993,653,87,0.17523377914660854,0.104796047082492,TRUE
6600,2100947.9980999995,701501.6376,1399446.3605000002,661577.6853,520,154,0.3338976682118766,0.31489484075679186,TRUE
9510,2091026.1847000013,235294.71840000007,1855731.4663000004,55649.206099999996,698,60,0.11252595501751582,0.02661334731587016,TRUE
8350,2090371.2066000018,730270.8578000003,1360100.3488000007,305789.89359999995,730,199,0.34934984537401337,0.14628497208271854,TRUE
8500,2084081.647099999,408896.5944000001,1675185.0527000001,221927.74500000002,651,87,0.19619989215344802,0.10648706844514111,TRUE
3000,2076207.2825000004,211173.45690000002,1865033.8255999999,70255.8271,630,53,0.10171116279185866,0.03383854188942234,TRUE
40,2062069.295600001,252299.35810000004,1809769.9375000016,138141.05689999997,593,59,0.12235251193466241,0.06699147171957916,TRUE
4540,2056664.5996000005,199696.0015,1856968.5981000003,113411.41540000003,732,58,0.0970970189008158,0.05514336923096617,TRUE
1920,2055459.8530999997,261618.303,1793841.5500999994,88459.3798,575,60,0.12727969490887064,0.04303629655747714,TRUE
5560,2006487.1062999994,360550.17979999987,1645936.9265000008,166135.62140000003,596,95,0.17969224854121355,0.08279924694176445,TRUE
1860,2001171.7381999996,224471.0470000001,1776700.6912000012,94148.15169999999,850,83,0.11216980667631544,0.0470465127519159,TRUE
2840,1999044.4604000007,205379.3562,1793665.1042000006,108520.6888,597,42,0.10273876357852713,0.0542862807454945,TRUE
8640,1983104.1902,286413.01500000013,1696691.1752000009,191523.16040000005,618,64,0.14442660976431843,0.09657745737539113,TRUE
8710,1982486.8220999984,639782.3426999997,1342704.4793999991,387306.27450000006,606,163,0.3227170720975055,0.19536385825240254,TRUE
3720,1979922.6722000018,81388.39120000001,1898534.2810000018,23303.7644,582,16,0.04110685348613381,0.011770037652079561,TRUE
2700,1967252.7997000006,180932.9523,1786319.8474000006,48693.6283,478,39,0.09197239537673636,0.02475209505734373,TRUE
6130,1942771.091900002,175168.68519999998,1767602.4067000016,123920.9548,753,47,0.0901643461395586,0.06378566950922,TRUE
8750,1907486.2209999994,625882.2045000001,1281604.0165000001,318009.8138000001,594,147,0.3281188601047306,0.1667167030088865,TRUE
3940,1873007.063500001,256524.0766,1616482.9869000004,94261.49299999997,604,60,0.1369584138784001,0.050326288051395766,TRUE
7430,1859668.534100001,305252.50020000007,1554416.0339000006,94048.68020000002,630,86,0.1641434990175435,0.05057281901342462,TRUE
3700,1825909.0248000007,64627.3207,1761281.7041000004,9506.3181,522,21,0.03539460061931557,0.005206348164603253,TRUE
6400,1813582.6009999984,699063.6116,1114518.9893999996,578172.4672000002,567,213,0.38546003430697917,0.3188012869561052,TRUE
1450,1801811.0533999994,545920.7117000002,1255890.3416999998,280167.2640000001,499,124,0.30298443927838786,0.1554920331248536,TRUE
6940,1755920.1165000002,305029.9672000001,1450890.1493000006,255364.16910000003,839,104,0.1737151732209795,0.14543040238584795,TRUE
6040,1732139.7430999998,1084045.4220999992,648094.3210000002,800976.8452999998,481,282,0.6258417811947954,0.4624204533674035,TRUE
3520,1730848.2883000008,256594.3018000001,1474253.9864999996,112310.5641,578,71,0.14824771387215058,0.06488758423206972,TRUE
6530,1717285.9311999993,266282.18140000006,1451003.7497999996,139056.0751,471,49,0.15505989804151502,0.08097432848752849,TRUE
1900,1707371.7574999991,279596.11,1427775.647499999,152203.00789999997,555,92,0.1637581907817168,0.08914462080763336,TRUE
5850,1703224.327000002,252552.50350000005,1450671.8235000013,101182.544,515,66,0.14827906077694236,0.05940646948028231,TRUE
4930,1684416.9546999997,226427.94300000003,1457989.0117000006,76874.40689999999,455,49,0.13442511509291213,0.04563858531909137,TRUE
820,1648776.0703000003,223230.59019999998,1425545.4801000007,53979.259000000005,533,71,0.13539169704190482,0.03273898740547484,TRUE
9200,1636177.3931000002,64173.2101,1572004.183000001,5058.6347,630,18,0.03922142572720282,0.0030917397595963637,TRUE
1310,1621372.341599998,153926.24080000003,1467446.1007999976,41255.54950000001,558,35,0.09493577560852122,0.02544483363968595,TRUE
830,1613736.7821000023,139522.08950000003,1474214.6926000018,28342.188,475,29,0.08645901304823449,0.017563079874226756,TRUE
7240,1566333.6375000014,139427.6312,1426906.006300001,70999.18089999999,537,41,0.08901528248000731,0.04532826161693149,TRUE
500,1566035.4309999996,90415.04350000001,1475620.3875,25575.7267,425,26,0.05773499226787292,0.01633151216998232,TRUE
9310,1528841.3394,186175.10580000002,1342666.2335999997,81191.9018,532,42,0.12177529544894776,0.053106819986869336,TRUE
3040,1518084.075099999,173956.92440000002,1344127.150699999,4581.3038,504,46,0.11458978277506873,0.0030178195497493907,TRUE
3646,1516702.6337999995,146471.03879999995,1370231.5949999986,56352.1429,427,31,0.09657202113048774,0.037154377953978614,TRUE
6710,1514170.4756000007,387103.9109,1127066.5647000007,337472.6591,463,100,0.25565411368003815,0.22287626429003912,TRUE
5150,1505234.9778000005,140588.86390000003,1364646.1138999998,44323.04669999999,385,39,0.09339994484148904,0.02944593193335238,FALSE
3945,1503922.8998,109445.38699999997,1394477.5128,30559.698800000002,479,28,0.07277326983620944,0.020319990342632592,TRUE
5820,1501293.1619000025,184146.3315,1317146.8304000013,32904.0087,434,44,0.12265847615461632,0.021917110884830403,TRUE
7360,1479664.4349000012,98446.918,1381217.5169000006,39146.089400000004,486,25,0.0665332731381445,0.02645605887164922,TRUE
8630,1478238.0547999989,91925.24209999997,1386312.8126999992,49248.91490000001,579,38,0.06218568234088465,0.033315956614757315,TRUE
1005,1458201.9526,416434.98260000005,1041766.9699999999,299488.6304000001,433,122,0.2855811445441347,0.20538213507807102,TRUE
360,1450261.1521000003,262242.5698,1188018.5823000006,73038.2796,410,70,0.18082437733388138,0.05036215683929715,TRUE
3260,1448095.1273999994,386556.67270000005,1061538.4547000006,149738.508,426,109,0.266941491194745,0.10340377863769895,TRUE
7320,1441507.935799999,422481.4548999999,1019026.4809000004,277705.28450000007,424,93,0.293082989283395,0.19264915412753586,TRUE
6700,1427832.8884000005,143937.0366,1283895.8518000005,6016.999400000001,369,32,0.10080804117160573,0.004214078166207898,FALSE
9410,1426904.0891999996,272189.7676,1154714.3215999997,76052.4223,458,57,0.1907554751998815,0.053298902761319544,TRUE
1420,1405813.620600001,134816.1346,1270997.4859999998,66290.2023,476,46,0.09589901009954684,0.04715433207405357,TRUE
1840,1393617.7494,94525.43000000001,1299092.3194000006,52833.788799999995,420,22,0.06782737234847679,0.03791124849173795,TRUE
8130,1392405.8773,72219.5858,1320186.2915000003,44856.151399999995,417,19,0.051866763116542036,0.03221485353608252,TRUE
4640,1381962.1853,93100.5575,1288861.6277999992,38874.5367,405,31,0.06736838278956922,0.028129956892822657,TRUE
4420,1377314.7465999997,65551.6379,1311763.1087000004,17085.9876,358,15,0.04759379659719677,0.012405289090368041,FALSE
4465,1373104.0173000006,27882.470799999996,1345221.5465000009,0,430,8,0.02030616067588719,0,TRUE
3647,1368180.7099000001,186108.15569999997,1182072.5542,51466.0548,372,47,0.1360260047180482,0.03761641603890296,FALSE
8600,1321940.241699999,52679.79759999999,1269260.4440999988,31499.5799,517,14,0.03985036232216852,0.023828293372393238,TRUE
1200,1311203.7443000008,296489.26859999995,1014714.4757000003,181708.02359999993,351,75,0.22611990690911557,0.13858107436766554,FALSE
9040,1300572.9776000008,99864.65069999997,1200708.3269000002,18738.574699999997,391,23,0.07678511888220543,0.014407937903322454,FALSE
4900,1299119.1093999997,226724.15770000004,1072394.9516999996,62389.12199999999,359,60,0.17452145539196398,0.04802417387949478,FALSE
6820,1274616.087199999,81519.70760000001,1193096.3795999999,17755.135299999998,440,17,0.06395628332220227,0.013929790686231982,TRUE
7510,1267558.3494000004,168166.15259999994,1099392.1968,89654.72689999998,379,41,0.13266935812430372,0.07073025627769965,FALSE
5230,1245333.644300001,120328.25820000003,1125005.3861000005,79030.3392,421,33,0.09662330954499848,0.06346117730114227,TRUE
2440,1235253.2733000012,142707.3183,1092545.9550000008,25612.508499999996,407,38,0.11552879185558025,0.020734621031665613,TRUE
6360,1216516.7636000006,238182.88279999996,978333.8808000005,194828.34449999998,387,60,0.19579087598855002,0.16015261797416622,FALSE
6840,1205623.0893000013,135232.97880000004,1070390.110500001,107917.24610000003,696,47,0.11216853758044554,0.08951159533835573,TRUE
9560,1166817.0066,174685.2379,992131.7687000005,77211.56420000001,425,47,0.14971091174700746,0.06617281352882196,TRUE
6800,1126121.4634,193379.8635,932741.5998999993,124353.74649999998,463,50,0.17172202980320178,0.11042658411335984,TRUE
7540,1108383.4730999998,151441.42520000003,956942.0479000004,18834.7568,349,41,0.1366326987684494,0.01699299678956933,FALSE
4940,1107979.1678000002,92070.59290000002,1015908.5748999998,80478.5179,276,23,0.08309776535132433,0.07263540708964582,FALSE
3256,1091236.7596999998,67379.6327,1023857.127,1395.4172,373,25,0.06174611705577426,0.0012787483445697199,FALSE
8920,1089127.6081999997,330368.7308000001,758758.8774000003,202990.57059999992,335,82,0.30333335443217735,0.1863790515194838,FALSE
7920,1028658.9641999997,51291.7943,977367.1698999999,20264.437100000003,292,16,0.049862778710036554,0.019699859530957275,FALSE
1640,1024560.0369999998,38622.6759,985937.3610999997,38622.6759,433,7,0.03769684011206462,0.03769684011206462,TRUE
6100,1022359.4703000002,166850.02869999997,855509.4416000004,109737.34950000001,536,56,0.16320094208257263,0.10733734335908171,TRUE
1800,1012123.2097000012,560754.0394000002,451369.1703000003,378785.3222000004,577,348,0.5540373286827508,0.3742482323987753,TRUE
1340,1007037.6461999997,229134.91730000003,777902.7289,38510.794,290,55,0.22753361621050397,0.038241662707763045,FALSE
5900,988795.9316000002,158513.188,830282.7436,78014.5016,278,46,0.16030930441178604,0.07889848562965102,FALSE
9630,966667.4464999998,153798.9784,812868.4680999996,110750.93620000001,292,36,0.15910226309663983,0.11456984157374335,FALSE
8550,953789.8866000002,153958.1225,799831.7640999999,115055.3885,332,31,0.16141723105160882,0.12062970064627228,FALSE
3750,940923.232600001,7943.2865,932979.9461000011,7943.2865,289,2,0.00844201335963483,0.00844201335963483,FALSE
3610,940347.9613000001,115093.8953,825254.0660000002,35677.9279,307,27,0.12239500699388606,0.037941197693113986,FALSE
8100,933022.4219000001,120123.2463,812899.1756000004,68111.2338,282,30,0.12874636608987583,0.07300063985739891,FALSE
1910,932475.2112000003,159924.90240000002,772550.3088000001,86032.28289999996,306,39,0.17150579498429028,0.09226227342739246,FALSE
9415,928683.1491,169003.87300000002,759679.2761,86608.71459999999,298,44,0.18198227583194987,0.09325970292874779,FALSE
8830,928211.5305000006,257237.47050000005,670974.0599999999,117094.6692,242,59,0.27713237990206147,0.12615084531100848,FALSE
6720,926279.4238000001,217174.49879999997,709104.9249999998,169635.3033,259,56,0.2344589475053391,0.18313621024213447,FALSE
8310,907570.6144999999,412542.65799999994,495027.95649999985,319807.6125999998,249,94,0.4545570905546325,0.35237766350135596,FALSE
1700,892869.2867000008,304595.1158000001,588274.1709,212692.23129999998,309,86,0.341141889789678,0.23821205910900978,FALSE
9300,891340.1891000002,92768.78199999998,798571.4071000004,15936.287199999999,280,20,0.10407786290178392,0.017879017904590514,FALSE
1520,862777.4096000007,272127.47549999994,590649.9341,181412.0223,309,59,0.31540867026892044,0.21026515098964624,FALSE
7350,855546.1992000003,99946.31420000002,755599.8850000001,30358.253200000003,309,36,0.11682164480826086,0.03548406062511556,FALSE
8530,849243.3604999996,150699.475,698543.8854999997,136406.5161,265,32,0.1774514609231379,0.16062123349388266,FALSE
1600,844741.5503999995,116337.53679999999,728404.0136,70826.058,357,38,0.1377196809425465,0.0838434642719571,FALSE
7120,831973.9888000002,105516.75230000001,726457.2365000002,70558.8461,239,28,0.12682698464190253,0.0848089568302138,FALSE
6460,829571.5975000004,605200.4466,224371.15090000004,480994.1786999999,224,158,0.7295337116456663,0.5798103263775248,FALSE
4460,824621.9564000006,41234.51529999999,783387.4411000004,20703.0528,262,12,0.05000414429906145,0.025106113946300915,FALSE
5500,823467.8026000003,107579.3427,715888.4598999996,23718.635000000002,232,22,0.13064183245578176,0.028803354454310506,FALSE
2800,819649.2372,96884.2047,722765.0325,27120.310700000002,267,24,0.11820203118954359,0.03308770321393279,FALSE
7160,817567.8809999997,113567.66559999998,704000.2153999998,56629.9383,265,26,0.13890915756266117,0.0692663442584531,FALSE
7300,767016.3278999998,30873.7666,736142.5612999998,14542.450799999999,236,7,0.04025177232475445,0.01895976691893315,FALSE
7740,765579.6611000003,34594.5378,730985.1233000001,34594.5378,222,10,0.045187378345832585,0.045187378345832585,FALSE
900,762810.1081000001,103077.55589999999,659732.5521999998,16092.508600000001,246,22,0.1351287231323462,0.02109634944414025,FALSE
3140,745437.8907999998,12539.9379,732897.9528999998,0,241,3,0.01682224375063925,0,FALSE
2105,738335.7586999998,51242.6497,687093.1089999996,28367.461900000002,271,13,0.06940290930812264,0.038420815415939044,FALSE
9260,737512.609,87925.5771,649587.0318999998,3973.1012,191,19,0.11921908320892177,0.005387163760341892,FALSE
7040,729610.4607999998,96422.97690000001,633187.4838999995,47451.511000000006,225,22,0.13215679061711177,0.06503677448370272,FALSE
8420,718413.652,171253.67800000004,547159.9739999998,115817.52249999999,199,42,0.23837753851593016,0.16121286417313238,FALSE
5020,706206.7450000002,36293.0615,669913.6835000005,18138.827,220,14,0.05139155319169317,0.0256848679631345,FALSE
9650,699431.0441,96551.6698,602879.3742999996,28067.124100000005,298,23,0.13804315752704233,0.04012850778751987,FALSE
8540,692967.8363000003,87726.5679,605241.2683999997,87726.5679,223,21,0.1265954396504217,0.1265954396504217,FALSE
6010,668779.9454000003,79840.72929999999,588939.2161000001,61836.09569999999,222,16,0.1193826606930429,0.09246104959534267,FALSE
7610,667261.7344000001,247664.32219999997,419597.41220000025,227034.15979999996,196,56,0.3711651806658733,0.34024753420657106,FALSE
2740,661636.1922000002,136511.55510000003,525124.6371000003,124205.74990000001,176,28,0.206324195546327,0.18772514467052454,FALSE
8250,659200.7189999998,98398.45580000001,560802.2632,76867.0451,175,21,0.14926933931332687,0.1166064339502033,FALSE
7100,649691.9029999996,44068.7333,605623.1696999996,26361.0882,206,11,0.06783020243366035,0.040574752553134426,FALSE
9110,646591.1384999999,122487.9894,524103.1491000001,24026.7811,155,28,0.1894365420536923,0.0371591561798059,FALSE
8450,638455.2127,244917.86670000004,393537.3460000003,171668.44890000002,216,66,0.38361009798048756,0.2688809574817651,FALSE
425,620226.5026999998,37621.42139999999,582605.0812999998,0,208,8,0.06065755209786201,0,FALSE
6740,594621.9391999999,134505.1076,460116.8316000002,35142.99250000001,189,26,0.22620273274975725,0.059101405755867566,FALSE
8040,589278.0188,81858.78659999999,507419.2322,32792.4528,174,20,0.1389136943656857,0.05564852540533963,FALSE
8510,572565.5439,139993.05019999997,432572.4936999999,56923.6956,163,31,0.2445013530615983,0.09941865382304922,FALSE
135,565203.9044999996,33047.895200000006,532156.0092999999,2713.7976,193,9,0.0584707482324196,0.004801448784046753,FALSE
8930,561044.3946000003,86904.6439,474139.75070000015,43989.832700000006,164,32,0.15489798086648585,0.07840704429702537,FALSE
5340,556821.9032999998,43482.0273,513339.8759999998,5088.8826,166,9,0.0780896495671312,0.009139156649263947,FALSE
5530,556623.736,52717.9921,503905.7439000002,33758.7735,214,17,0.0947102839681993,0.060649180616329304,FALSE
5010,553139.8036999998,57000.01660000001,496139.7871000001,19827.465000000004,188,16,0.1030481195146724,0.03584530505194597,FALSE
5920,549723.9069999998,32427.3111,517296.5958999997,13750.896100000002,175,18,0.058988358859932234,0.025014186075774957,FALSE
1440,533230.1798000004,78463.1196,454767.06020000024,27596.800199999994,150,23,0.14714680933744093,0.051754010266918456,FALSE
6120,512288.4278000001,47464.030900000005,464824.3969000001,30166.4949,201,19,0.09265099175445399,0.0588857629081115,FALSE
6210,511855.96990000026,53630.3783,458225.5916000003,34712.6561,188,10,0.10477630711326391,0.06781723402929482,FALSE
8460,494178.2348999999,228424.58580000003,265753.64909999986,108499.73250000001,112,43,0.46223117423660554,0.21955587040767915,FALSE
3210,492765.1705999998,5892.9635,486872.20709999977,5892.9635,153,1,0.011958969203981323,0.011958969203981323,FALSE
