actual_share_dec2024,actual_share_latest,share_if_native_epop_unchanged,native_epop_dec2024,native_epop_latest,foreign_emp_change,native_emp_change,native_pop_change,foreign_pop_change
0.8094845437524024,0.8107790762723847,0.8134125386666696,0.5913457401276309,0.5812278822974647,51,1322,6118,-340
