OCC2010,nat_emp_0,nat_lf_0,nat_unemp_0,nat_emp_nc_0,nat_lf_nc_0,nat_unemp_nc_0,for_emp_0,nat_hrs_0,n_nat_0,nat_emp_1,nat_lf_1,nat_unemp_1,nat_emp_nc_1,nat_lf_nc_1,nat_unemp_nc_1,for_emp_1,nat_hrs_1,n_nat_1,foreign_share,emp_tot,d_log_nat_emp,d_log_nat_emp_nc,d_log_for_emp,d_nat_unrate,d_nat_unrate_nc,d_nat_hrs
3250,1082946.3369999998,1084901.9146999998,1955.5777,0,0,0,122945.38549999999,40.74256332561727,338,1079074.7296,1079644.4992,569.7696,0,0,0,90448.31940000001,40.44506940941442,329,0.08946704159484108,3229285.7554000025,-0.0035814743882216504,NA,-0.306961605203492,-0.0012748005533820392,NA,-0.29749391620284626
3255,35816323.564399965,36226927.799999945,410604.2355999999,10038246.252399994,10147558.412199993,109312.15979999994,7671516.748099989,37.91953606612522,11389,32001243.578300167,32413669.87400014,412426.2957,8305802.119199985,8414651.454899983,108849.33570000004,6030167.119100002,37.76808064834788,9131,0.1697679144240467,125240314.22800083,-0.11262899110550961,-0.1894481018635883,-0.24073962159384976,0.0013896110043503367,0.0021634293579125864,-0.15145541777733484
3258,2981497.361600002,3000186.191900002,18688.8303,0,0,0,494517.99450000003,39.01129833605333,937,3137912.449399996,3188020.8527999963,50108.403399999996,0,0,0,671246.0949999997,40.050016414977264,917,0.13133322373127534,10322588.408199996,0.05113210913721744,NA,0.305552288618701,0.009488491579839496,NA,1.0387180789239352
3260,314215.50659999996,318756.9217,4541.4151,19899.9425,19899.9425,0,84470.01409999999,34.44065333649736,87,170861.87829999995,170861.87829999995,0,17275.407400000004,17275.407400000004,0,108231.0796,33.07915402363484,53,0.266941491194745,1448095.1273999994,-0.6092235763714857,-0.1414328896906465,0.24787195864787392,-0.014247267402946564,0,-1.3614993128625201
3300,3002631.009500001,3032487.3006,29856.2911,1567372.140200001,1585547.0685000008,18174.928300000003,1011704.3542999998,38.70629130720808,981,2692157.177999997,2748345.7863999973,56188.60840000001,1551387.3859000017,1573284.6606000017,21897.2747,836860.8929,38.71203729761061,679,0.224709398639328,11708271.752900036,-0.10914611034136534,-0.010250802691105676,-0.18973380772134973,0.010599039922466712,0.0024553146351416442,0.00574599040252366
3310,2060326.4579999973,2072408.6942999973,12082.2363,1060258.5639000009,1063407.8759000008,3149.3120000000004,395089.3991,34.34421746211785,690,1769510.4731000003,1785502.3344000005,15991.8613,1050526.0475999997,1055230.4331999994,4704.3856,195978.58829999994,33.85127525548184,582,0.1498716083545893,7669254.738900009,-0.1521615055395138,-0.009221770159612674,-0.7011066562328327,0.003126460229392525,0.0014966317064965995,-0.49294220663600896
3320,5334571.302100003,5361384.410600003,26813.1085,2932697.4192999997,2941707.9471,9010.5278,1003721.1260999998,39.612441365308214,1605,5072946.679499993,5161458.361399995,88511.6819,2916375.0909999986,2960921.0580999968,44545.967099999994,806730.9684,38.109858983159974,1469,0.16314853178732425,17629536.47140001,-0.050286677895217125,-0.005581182534747597,-0.21847925862154405,0.01214742616302549,0.011981605840263972,-1.5025823821482405
3400,2978408.996200002,3003701.086200003,25292.09,2273142.7779999995,2290850.0856999997,17707.3077,323499.2544000001,46.68377437765385,909,2579669.9953999994,2639856.0815999997,60186.08620000001,1798362.063100001,1817636.080500001,19274.0174,228212.0884,46.44353619064362,760,0.08440285355382637,9378424.767299991,-0.1437277820597913,-0.23428707199162346,-0.3489214002911396,0.014378694230800588,0.0028743129588508897,-0.24023818701022748
3420,8841301.480000017,9091438.20700002,250136.72699999996,6918720.3658,7100628.572999999,181908.20719999998,1113515.7740999993,36.731766312063435,2774,8752842.974699987,9001313.609699978,248470.635,6777978.038399996,6887042.891899995,109064.85350000001,1396714.3729000015,36.54534807696995,2389,0.11520705267398355,28362624.985700145,-0.010055533065647992,-0.020552001243322238,0.22660022804268642,9.038076113010093e-5,-0.009782367745190146,-0.18641823509348399
3500,5837732.726899997,5930445.902699997,92713.1758,5221989.692999992,5308947.217199991,86957.52420000001,1189774.2445999992,38.116398456576654,1699,5254887.064500009,5354438.906700008,99551.84219999998,4754647.760500004,4849265.221400003,94617.46089999999,1375120.0222999996,38.70735109455184,1400,0.16518553874038944,20934302.781400032,-0.10518397672165136,-0.0937558809643555,0.14477743754856043,0.002958970738015612,0.0031322818274204037,0.5909526379751853
3510,2428872.6632,2501183.0226000003,72310.35940000002,1900976.6149999986,1957000.9952999987,56024.3803,207958.4017,40.41381450041128,788,1686413.4125000017,1703671.3755000017,17257.963,1272206.5838000001,1289464.5467999997,17257.963,141532.86310000002,39.11833248443948,496,0.07113403574191772,7592766.251299993,-0.36482319243126504,-0.40161490163145075,-0.3848061296989371,-0.018780596916000574,-0.015243849578206506,-1.2954820159717997
3520,542800.9594000003,542800.9594000003,0,440820.4930000001,440820.4930000001,0,71641.055300000007,36.41565608077535,185,545535.5758999997,557984.7240999996,12449.1482,449897.0910999998,458051.66169999976,8154.570600000001,74398.06180000001,36.129142567142146,179,0.14824771387215058,1730848.2883000008,0.005025324734170056,0.020381122937262575,0.037761582742994904,0.022310912220903232,0.017802731180442316,-0.2865135136332029
3535,1601684.645300001,1625012.7089000007,23328.0636,1100034.2235999994,1114433.9832999997,14399.759699999999,360413.46419999993,38.6647404412044,450,1166298.5459,1176988.3734,10689.8275,767093.0607000005,777782.8882000006,10689.8275,178411.8794,37.928928976256394,322,0.18028164546698952,5327242.252600001,-0.3172208806934993,-0.3604884458896134,-0.7031570775878446,-0.005273263100693516,8.228316661357399e-4,-0.7358114649480072
3540,2464256.4249,2505767.4088999997,41510.984,766019.8093000005,772777.2362000005,6757.4268999999995,197523.17360000007,39.883853702213734,730,2099481.285799999,2136672.4545999994,37191.1688,801196.7296000001,832740.1581000003,31543.4285,172319.45389999996,40.24176410672279,612,0.09217542372878144,6991915.853800005,-0.16019980134731782,0.04489849179497796,-0.13650586784248198,8.399400586206404e-4,0.02913473691323136,0.357910404509056
3600,17289248.920299996,18185101.13890002,895852.2185999989,15361922.425099986,16184442.327599974,822519.902499999,6810446.912800001,36.39541389551787,5436,16811619.669600002,17889218.31550001,1077598.6459000001,14717334.500800006,15684190.346000003,966855.8452,7233565.875600006,35.69978968402677,4726,0.27865744560795147,71311988.89750013,-0.028014564298533884,-0.042865860976991854,0.06027437609205499,0.010974347372396207,0.010823610597793874,-0.6956242114911007
3620,1220189.0934000008,1238986.6671000004,18797.5737,830697.2489000001,845276.7537000004,14579.504799999999,62730.19660000001,34.51164564608452,405,1147240.6661000005,1171250.4059000004,24009.7398,728550.7537,736904.6989000002,8353.9452,101471.30970000001,33.91808362796491,304,0.04426159874997486,3394457.2505999976,-0.061646202955371265,-0.13120811507434915,0.4809331593005499,0.005327505093786721,-0.00591166868175365,-0.5935620181196057
3630,1541091.1785000009,1549305.8593000008,8214.6808,1143180.5862000016,1150389.5845000017,7208.9983,304899.6817,29.325849746739376,554,1422465.1411000001,1434914.4219999998,12449.280900000002,938734.6355000002,951183.9164000003,12449.280900000002,480322.99400000006,29.759727602704476,494,0.17223987816670233,5597528.929199999,-0.08009934164451238,-0.19703680852401817,0.4544759717252784,0.003373805926615593,0.006821624084763466,0.4338778559651004
3640,2808833.457500002,2863259.115300001,54425.6578,2520912.5689000017,2570829.2257000012,49916.6568,645419.8918000001,35.91141179841323,862,3117773.2123999987,3174681.559499998,56908.347100000006,2686728.8045999995,2738294.5979999993,51565.7934,511346.78919999994,35.82675360705911,822,0.19473128748323237,10936320.510299996,0.1043497755603564,0.0637034293602241,-0.2328530918620899,-0.0010826026392622527,-5.852053492462241e-4,-0.08465819135412289
3645,6119790.287799992,6285189.363599991,165399.07580000002,4820190.247300003,4953850.321100005,133660.07379999998,1313683.538900001,38.739581613200336,1765,6375669.10109999,6560193.620499987,184524.51940000005,4757236.035799992,4923699.788899992,166463.75310000003,919783.2694999995,38.818734415993454,1668,0.16221027366724416,21233160.92459999,0.04096121333440905,-0.01314656283340021,-0.3564522664026697,0.0018122205455320013,0.00682762428679215,0.07915280279311787
3646,444627.9400000001,444627.9400000001,0,191528.00319999995,191528.00319999995,0,59698.01180000001,32.69108075942213,123,307839.86560000014,319834.1240000001,11994.258399999999,154342.31429999994,155184.99539999996,842.6811,31099.867400000003,34.97709743815457,87,0.09657202113048774,1516702.6337999995,-0.36765811167369655,-0.21586107300574398,-0.6520951611509105,0.03750149686967109,0.0054301712470843705,2.2860166787324445
3648,771990.0130999999,792249.0457999998,20259.0327,551287.3679,571546.4005999999,20259.0327,67442.64959999999,36.70561828004794,244,871873.9242,882953.0403999999,11079.1162,621981.5003000002,626863.8336,4882.3333,41984.75,36.84739707752879,242,0.05919749201813114,2474347.3297000024,0.12167321757435978,0.12065413797663282,-0.4739711440678285,-0.013023747944867516,-0.02765749131234623,0.1417787974808462
3649,1284276.7838000015,1392133.843400001,107857.0596,1129926.383400001,1222344.5296000007,92418.14619999999,177886.82529999994,37.95741176154859,405,1058063.2718000005,1076218.6699000003,18155.3981,836933.5580000002,854425.3571,17491.7991,210456.45999999996,37.175775613404916,279,0.15259336659127024,4388160.622299999,-0.19375561088284066,-0.3001630759350036,0.1681312557168262,-0.060606452122402274,-0.05513527716219575,-0.7816361481436758
3655,2357432.1544,2425031.1798999985,67599.0255,1610216.2651,1659545.6285999997,49329.36349999999,561341.9089000003,37.97902955850974,708,1847187.4349999987,1891279.6599999983,44092.22499999999,1324355.3236999994,1353058.6336999997,28703.309999999998,300691.38430000003,38.7669839021106,508,0.17413038494584318,8348957.171099995,-0.24390877964202318,-0.19544270324020907,-0.6242457457162285,-0.004562093611395566,-0.008510971879750213,0.787954343600866
3700,517420.2760999997,517420.2760999997,0,359631.7523999998,359631.7523999998,0,20627.2966,44.46686321924034,148,384751.5677999999,386908.7901999999,2157.2223999999997,300804.55890000006,302961.7813,2157.2223999999997,55894.7077,43.92653507506402,116,0.03539460061931557,1825909.0248000007,-0.29625760986180616,-0.17861985004228664,0.9968544249357532,0.0055755321529006715,0.007120444006974816,-0.5403281441763212
3710,1125433.358899999,1127891.9582999991,2458.5994,530274.3727000002,531161.5122000002,887.1395,43359.1288,45.46439350315877,365,921591.0012000004,939917.3454000003,18326.3442,595006.3098000002,595006.3098000002,0,41681.801,44.06916178794839,274,0.03679752969117494,3647587.341499997,-0.19982192280507327,0.1151774532618024,-0.03945265799429265,0.01731800711939653,-0.0016701878423487169,-1.3952317152103788
3720,611047.2425,611047.2425,0,305093.44299999997,305093.44299999997,0,0,49.66415105650489,177,699404.5373999997,706161.3803999997,6756.843,511078.1959999999,511621.2182999999,543.0223,7302.8035,53.00561659687761,204,0.04110685348613381,1979922.6722000015,0.13505503601917113,0.5159045037594598,Inf,0.009568411962960419,0.0010613756438881457,3.3414655403727167
3730,753654.1996999993,771490.2120999993,17836.0124,489050.02979999996,506886.04219999997,17836.0124,90681.1633,42.27199479040949,253,868856.4100999996,880753.2870999996,11896.877,505836.7882999997,516265.44909999974,10428.6608,118637.56349999999,42.275058080232995,259,0.0874251701431499,2698269.928600001,0.14224423410258602,0.03374926981836879,0.2687235065151974,-0.009611293727197047,-0.014987229437373774,0.0030632898235083417
3740,3362779.2774999966,3425513.222699997,62733.94520000001,2576604.333,2638260.5667,61656.23370000001,70382.54969999999,53.41586716516345,1003,3615691.7365,3644888.010799999,29196.2743,2534371.919800003,2562277.446500003,27905.5267,123682.55750000001,54.75244304251566,1021,0.02278331972241248,10830245.320100006,0.07251539104969673,-0.016526539095172765,0.5637729041301185,-0.01030353820667586,-0.01247912442034136,1.3365758773522103
3800,3551758.515500002,3580737.746700001,28979.231199999995,2879230.218100002,2908209.449300002,28979.231199999995,348857.5920000001,43.1827075429078,1019,2890727.735600005,2937760.495300004,47032.759699999995,2277690.1298000007,2292803.149700001,15113.0199,407753.2455999999,42.83756941099841,825,0.08717265986816432,11611861.25019998,-0.20593455526626414,-0.23436114457102164,0.15599840816492438,0.007916642968131242,-0.0033731265633995247,-0.3451381319093869
3820,1639265.7442999994,1682021.2226999993,42755.47839999999,398505.1029000001,398505.1029000001,0,156240.74099999998,44.704344975509876,489,1610211.7655,1631454.2264,21242.460900000002,511512.5215,511512.5215,0,62851.6355,44.67160481278435,406,0.0522793338539221,5277851.649199997,-0.017882722977391907,0.24965176163490632,-0.9106210722877677,-0.012398539446637102,0,-0.03274016272552416
3850,7566714.429800003,7602905.237700003,36190.80789999999,4109965.9702000036,4118433.8744000043,8467.904199999999,443283.97769999993,43.100723521891034,2174,7510588.788199998,7605358.199399998,94769.41120000002,4170931.8311000005,4220838.088000001,49906.2569,514340.31970000005,43.10256765620317,2099,0.06236073073805121,25578778.297200046,-0.0074450848455622776,0.014724722825356196,0.14867454909296107,0.007700745362799506,0.009767680903188115,0.0018441343121367026
3910,1420971.0355999994,1458915.742299999,37944.706699999995,624265.9143,632900.3481,8634.433799999999,127664.83810000001,41.475887673721154,420,1438728.7405999997,1458675.4019999995,19946.6614,567502.6666,578468.7875,10966.1209,212868.1458,40.49514386577293,390,0.07027336635671133,4262236.084999996,0.012419438849173403,-0.09533097410795222,0.5112645627926149,-0.012334337236938874,0.005314508822450716,-0.9807438079482225
3930,9506063.70810001,10176818.388600014,670754.6805000002,8000900.586000008,8612401.880100023,611501.2940999999,1603865.6720000014,38.85780379043878,2715,8531944.128399994,9066625.773599997,534681.6451999999,6943638.571499996,7381456.647799995,437818.0763,1464108.592799999,38.14100293918661,2358,0.15002629257103028,31983396.147899885,-0.10811262794104515,-0.1417281816256324,-0.09117017210345679,-0.006937550781102246,-0.011689175073481516,-0.7168008512521666
3940,506352.89459999994,565907.0429999998,59554.14840000001,437200.5782999999,487107.5569999999,49906.97870000001,126991.47989999998,26.78206045063213,187,496336.8631999999,536592.0259,40255.162700000015,449230.6432,489485.8059000001,40255.162700000015,43954.219300000004,24.835733538511782,173,0.1369584138784001,1873007.063500001,-0.019978990483362935,0.027144358775652577,-1.0609713750079806,-0.030216573108403047,-0.020216074087404362,-1.9463269121203481
3945,402789.5959,410189.9679,7400.372,319140.16390000016,326540.53590000013,7400.372,57913.95270000001,38.14185651387625,127,451297.83440000005,461535.8838,10238.0494,324251.85250000004,324251.85250000004,0,45314.219699999994,39.58782942073842,145,0.07277326983620944,1503922.8998,0.11371317717263985,0.01589014481464268,-0.24533745092798398,0.004141235656817701,-0.022662950495880525,1.445972906862174
3955,2373257.4072999987,2532880.1462999987,159622.73900000003,2086650.7450999997,2217046.1519,130395.40680000001,117223.147,25.20377677518897,734,2497663.5742999995,2624180.9819000005,126517.40760000002,2132379.783199999,2244195.4365,111815.65330000002,126125.0091,25.820157975856603,724,0.06920671938229044,6961106.86649999,0.05109227967320784,0.021678358877668558,0.07319419318205966,-0.01480809940902112,-0.008990543494630306,0.6163812006676324
4000,3720032.5498,3922385.5336000007,202352.9838,3251974.340500001,3437997.6702,186023.32969999997,2328544.606200001,41.705924443541804,1128,3498985.8823999977,3785964.6059999997,286978.7236,2730129.960599998,2964935.1645999965,234805.20400000006,1916242.6395999999,41.70543127503154,906,0.3571506640784028,17542969.95769995,-0.06125923956838797,-0.1749130886000927,-0.1948771297284413,0.024211424200453434,0.025085999222874904,-4.931685102604888e-4
4010,5097327.005799997,5343973.257199996,246646.2514,4275337.3474,4492407.838799999,217070.49140000006,894458.0135000001,38.78668994247381,1603,5130011.099199995,5318224.1489999965,188213.0498,4228758.735200002,4404911.514199997,176152.77899999998,907574.6256000001,38.126328035473634,1500,0.16566576084941428,18341837.513799947,0.006391536943674225,-0.01095450416770305,0.014557831490257911,-0.010763889072831254,-0.008329325480057381,-0.6603619070001727
4020,15055057.3894,16327266.27280001,1272208.8834000006,13919936.216499984,15172589.656299995,1252653.4398000007,9120643.352600016,32.82584518515259,5072,14730486.493399978,16052592.713299992,1322106.2199000004,13845763.440499997,15097074.711099986,1251311.2706,7029542.15529999,32.896798803544115,4325,0.35691483545828,72905405.22499986,-0.021794716593731778,-0.005342775680517775,-0.2604187682135901,0.004441631618243527,3.24060578385299e-4,0.07095361839152758
4030,8377475.439099987,8933918.5305,556443.0913999998,7969074.703399987,8487797.178499987,518722.4750999999,2896614.5024000015,29.931711521321237,2599,8175727.866499999,9026001.976800002,850274.1103,7663984.212099996,8439708.291899994,775724.0798,3101426.5904000024,30.08863288055217,2307,0.25640628619830763,33496624.152800053,-0.024376860378037435,-0.039036407963282116,0.06831955401796996,0.03191841352139397,0.030799702502728926,0.15692135923093176
4040,4400957.949500003,4552183.5083000045,151225.55879999997,3429715.559600001,3535229.6676000003,105514.108,720085.0205000001,34.21437375820705,1370,4043065.6017,4230545.850699998,187480.249,3141143.6916000014,3263239.6114,122095.9198,504478.97599999985,33.37403923103993,1115,0.11613694086425626,15810229.147899983,-0.08481901650048407,-0.08789036391181781,-0.35584312308469457,0.011095408903258844,0.007569089736718063,-0.8403345271671228
4050,9487123.296600001,10197164.7265,710041.4299,8793899.035299988,9431641.084799986,637742.0494999998,1047162.1560999998,26.690860180773253,2833,9871560.317100007,10547712.413299998,676152.0961999997,8776066.395700024,9380312.753099995,604246.3573999996,1029020.2382000005,25.98125416101519,2628,0.11271375242996089,30478779.217600007,0.03972249108961634,-0.0020299010596556144,-0.01747667229120431,-0.005527114182815776,-0.0032008537441944457,-0.7096060197580627
4110,17806088.258500002,18998742.61689999,1192654.3584000003,15721012.52739998,16759066.334399994,1038053.8070000003,4076885.647199996,29.418921458907167,5327,15875965.339399973,16764966.887699973,889001.5482999998,13744244.484200016,14556446.015600014,812201.5313999999,3851035.991699998,28.675302925909225,4358,0.1912808160375088,64884609.107200064,-0.11473408410002861,-0.13437804155175925,-0.05699117431791478,-0.009748099416162163,-0.0061431434521133435,-0.7436185329979423
4120,2142675.5717999996,2299790.3418999994,157114.77010000005,1918354.2772,2071702.9542000003,153348.67700000005,653542.4060000001,30.338049972414883,647,2128949.483099998,2329309.063400002,200359.58029999997,1961805.5923999986,2125150.200099998,163344.60770000002,567347.7504000001,29.649541665974386,582,0.22377840171028665,7728974.669499994,-0.006426657661373625,0.022397598604145585,-0.14143498941987787,0.017699746434224922,0.002842026870416431,-0.6885083064404967
4130,2747736.521800006,2949663.6631000065,201927.14130000008,2558228.502100004,2751293.6809000056,193065.17880000005,799545.0623999998,26.747785436461907,865,2263606.183099998,2634766.907799997,371160.72469999996,2065226.822799998,2436387.547499999,371160.72469999996,962595.7091000001,25.341034598319887,707,0.2392768917517036,10599316.666699972,-0.19381829196154143,-0.21407496565725737,0.1855906053316012,0.07241273800178483,0.08216808503282934,-1.4067508381420204
4140,1928670.4826999994,2193138.015799999,264467.53310000006,1886287.997099999,2141860.372299998,255572.3752,1386706.3483000004,26.831225479450495,700,1844067.9257999985,2148859.621999998,304791.69619999995,1828530.6128999984,2108778.6540999985,280248.0411999999,862776.7752999997,22.089503477319024,643,0.3566483661218312,9503570.42499999,-0.04485693589701434,-0.03109817460067532,-0.474530684413228,0.021250171007697827,0.013573289441948577,-4.741722002131471
4150,3370379.6851000004,3620332.3451000033,249952.65999999995,3163277.5629000007,3406525.7245000014,243248.16159999996,342449.7651999999,21.72385081840214,1011,3637205.7864999953,3821391.8085999954,184186.02210000006,3456303.208199995,3600750.308899995,144447.1007,315238.6214000001,22.933483794559518,887,0.1027466886824686,11395657.556599988,0.07619034157025162,0.08859088742324595,-0.08279509569624466,-0.020842682510412512,-0.031290690473203236,1.2096329761573763
4200,3030697.2963999957,3107189.7343999976,76492.438,2366378.6080999975,2433429.629799998,67051.0217,1285995.0917000002,39.61848753471381,964,2701343.405699997,2756404.0057999976,55060.6001,2226226.6435,2275899.2474999987,49672.604,1302014.7752000012,39.37200445156227,803,0.2806618317748387,12022722.465899998,-0.11504351693414527,-0.06105270892659753,0.012380082712230234,-0.004642365677262509,-0.005728639363475261,-0.24648308315153855
4210,2450390.5184999974,2536693.497599997,86302.97910000001,1956656.5999000005,2029125.9221999997,72469.32229999999,1043009.8939,42.212042962785986,753,2314798.2111,2434285.6709999978,119487.45990000002,1804934.5951999999,1913458.9224999994,108524.32730000002,791727.7160000002,42.56609077914508,703,0.2730514574986602,10211268.67199998,-0.05692488925317285,-0.08071284452139693,-0.27564840118290235,0.015063385484928617,0.021001757366222083,0.3540478163590919
4220,18258628.309599955,19277712.954199962,1019084.6445999998,16654510.114799958,17594318.824099958,939808.7092999998,9313170.139500003,34.624260023059165,6100,16674700.679399958,17670314.709599994,995614.0301999997,15502283.833299963,16408126.366499962,905842.5331999998,8143418.689699996,34.77594333771985,5147,0.32942111379336775,80720508.33049971,-0.09074511100927651,-0.07169370035646239,-0.13421946411072305,0.003480518357322236,0.0017914808877859817,0.15168331466068707
4230,7201737.447100018,7703996.859900024,502259.4127999998,6778770.947000012,7273163.772800019,494392.8257999998,9997180.382000031,32.96594530274478,2534,6966175.549300004,7657296.959700014,691121.4104000004,6616434.881499998,7299846.755800011,683411.8743000004,8741036.995200016,32.64724802719777,2186,0.563580203136242,50092123.523500286,-0.033255936506197514,-0.024239121918363082,-0.13427425946979277,0.02506192230289249,0.025645096501358905,-0.31869727554700944
4240,946582.3379,970532.9767999998,23950.638899999998,848034.2524000001,871984.8913,23950.638899999998,168961.6893,41.457538732277165,262,928136.5881000006,949040.9000000005,20904.3119,793430.3483000003,814334.6602000004,20904.3119,137568.4832,41.9413554854021,260,0.08813733944607613,3497177.1106000007,-0.01967905142813997,-0.06655526866332018,-0.20555014593989007,-0.0026510442065355716,-0.0017963859583122951,0.483816753124934
4250,9212707.913700005,10103906.163700012,891198.2499999997,8140543.737100003,8971482.630600002,830938.8934999997,6340208.606299999,37.39418711318644,3227,8640343.154199993,9477169.270199997,836826.1159999995,7605480.364799993,8378792.898099997,773312.5332999998,5134478.621599994,36.76887618816435,2717,0.3907686319034253,47015217.621000074,-0.06414152696351216,-0.06798788789736143,-0.21093336713927258,9.582524052959007e-5,-3.2599275687265894e-4,-0.6253109250220916
4320,2087485.6142000002,2154080.395599999,66594.7814,1524487.3473000007,1578757.942300001,54270.59500000001,722992.5212999997,38.60134305816281,732,408393.796,410519.02489999996,2125.2289,328839.68799999997,330964.9169,2125.2289,100122.22,39.42040748988741,129,0.23459168869864777,8749464.82539999,-1.6314836701141662,-1.53384310532644,-1.9770072384121846,-0.025738711846329004,-0.027954189137323664,0.8190644317245983
4340,762844.6416,770625.5715000001,7780.929899999999,486156.6186999998,493937.54859999975,7780.929899999999,35627.7923,37.13668372027674,197,569246.1447,584652.7954999998,15406.650800000001,386046.09730000014,395846.49790000013,9800.4006,30040.9264,39.52627728591439,188,0.05727422896205828,2539250.9098,-0.2927414630235283,-0.2305740472937945,-0.1705653505661946,0.016254894583594255,0.009005221661116732,2.3895935656376466
4350,3821288.6114000026,3922282.797000001,100994.18559999997,2962272.0510000004,3033963.8373,71691.78629999999,344654.5254999999,32.1749893456543,1117,3700972.6461000056,3900312.3020000043,199339.65589999998,2808831.186000001,2952342.386600001,143511.20059999998,399458.81490000006,32.4500920837978,1041,0.08173414125078637,12072315.328700015,-0.03199203613346846,-0.05318810991815148,0.14756812831973498,0.025359811507624612,0.02497952424249272,0.2751027381434952
4400,774833.1901999997,821523.8216999995,46690.6315,580541.4214999999,627232.0529999996,46690.6315,368530.0604000001,37.60150655913699,253,731463.8089000001,767980.7059000002,36516.897000000004,575020.6963999995,594292.7477999995,19272.0514,235511.62310000006,35.63415848432061,223,0.3038393165097809,3096949.6574999997,-0.05760002368634254,-0.009555119570080706,-0.447762016108312,-0.009284940944469446,-0.042010618090041946,-1.9673480748163854
4430,2500614.4292999986,2767136.5449999985,266522.1157000001,1953715.2511999987,2176928.903799998,223213.65259999997,188040.48799999995,26.900974896708167,854,2469373.1628000005,2699070.379900001,229697.21709999998,1950982.1218999992,2117690.9642,166708.8423,108256.57389999999,26.54525117797566,697,0.07902967854786719,8109492.394199999,-0.012572135207916446,-0.0013999188593665224,-0.5521532074380371,-0.011214592366243281,-0.023814044569651166,-0.35572371873250574
4465,361628.66099999985,366267.7877999998,4639.1268,234905.77839999998,234905.77839999998,0,0,41.799902023790096,115,230944.1326,258615.0541,27670.921500000004,112427.52979999997,112427.52979999997,0,18750.718500000003,39.53072791265775,81,0.02030616067588719,1373104.0173000006,-0.448442055937166,-0.7368756562501861,Inf,0.09433061867794514,0,-2.269174111132344
4500,1315777.7527,1342401.5614,26623.8087,1242846.0733000003,1269469.8820000007,26623.8087,412874.9890000001,40.880718035431876,355,1104593.8215999997,1124478.1283999998,19884.3068,1014231.6928000002,1034115.9996000001,19884.3068,387905.2598000001,40.087667071448045,251,0.2513266524400611,5016745.700700004,-0.17495025258173236,-0.20327259707149103,-0.062383723034185934,-0.0021498267720694263,-0.0017440694417135867,-0.7930509639838306
4510,6822639.698800007,6909397.857000007,86758.1582,6347662.242800001,6428727.6230000015,81065.38020000001,1679403.2855999996,33.220665378697504,2084,6694834.8522999985,6825867.273000001,131032.42069999999,6092058.468500007,6206801.357300008,114742.8888,1531464.9884000015,33.06828917045892,1831,0.1940977128600235,26046345.03779998,-0.018910138059805348,-0.04110056180646282,-0.09221375713500102,0.006639906130691943,0.005876773961410739,-0.15237620823858578
4520,2392556.5518,2470816.6632,78260.11140000001,2081009.1275000002,2143635.1168000004,62625.9893,3070453.6275999974,33.08441329567538,676,2488546.211599999,2585507.0393999987,96960.8278,2123981.0829000003,2220941.9107000013,96960.8278,2599094.926400002,34.447512124206604,663,0.5545029614054878,15839028.639700014,0.03933620802473037,0.02043926346977365,-0.16666203292270687,0.0058278852293380395,0.014442670276208432,1.3630988285312213
4530,703481.3451999995,720619.7977999996,17138.4526,580646.8359999997,597785.2885999996,17138.4526,324319.1080999999,34.936399841749676,177,639007.3517999997,653970.8719999996,14963.520199999999,534173.8782999999,544885.0608999999,10711.1826,239815.24049999996,40.96891033688512,173,0.28932465465351803,2857202.523199998,-0.09612539959854693,-0.08342131585800772,-0.3018591370184911,-9.019139339630708e-4,-0.009012221829210628,6.032510495135448
4540,580703.9531999998,647283.1802999999,66579.22710000002,350266.2306999997,412203.6477999997,61937.41710000001,61450.3237,27.24469687184554,274,476835.13210000005,536282.8305,59447.69840000001,274605.6596,312381.1244999999,37775.4649,21925.8865,28.300304958566297,219,0.0970970189008158,2056664.5996000003,-0.1970702838684648,-0.24335742100797653,-1.030561132959317,0.007991887898315855,-0.029331776191559203,1.0556080867207562
4600,8969273.835799996,9570555.829300009,601281.9934999999,7028216.082499987,7503139.178399985,474923.0959000001,2677925.2939000046,32.55978941642617,2985,9428769.448500013,10169695.431700015,740925.9832000002,7650377.14939999,8231350.451299992,580973.3019,2679638.3086999985,31.493148181001803,2703,0.2198818929705656,36562993.792200066,0.04996087683082706,0.08482203140138012,6.394753232736861e-4,0.010030025449973154,0.007283971048953161,-1.0666412354243668
4610,14252495.079700004,14999878.6032,747383.5235000007,12039443.967100007,12713672.452600008,674228.4855000004,5389797.1008000085,35.492818569579505,4555,14297554.105299968,15193312.732199952,895758.6268999999,12317319.908199986,13108819.12029998,791499.2120999998,5299171.221699993,35.3654070606561,4104,0.2769036753140917,55461896.72339988,0.0031564963492733966,0.022818137841607466,-0.016957305509652798,0.00913145555879874,0.007347374361302013,-0.12741150892340158
4620,4558287.3149999995,4836781.559900002,278494.24489999993,2423619.046100001,2655396.2991999993,231777.25309999997,459061.49210000027,31.681333102080753,1411,4209358.330299999,4436640.963099992,227282.63280000002,2075202.8638000025,2233579.3966000048,158376.53280000004,417554.5623999999,30.276984871239584,1213,0.08786121707007127,14841820.211299997,-0.0796367436872103,-0.15520298206594063,-0.09476894666901892,-0.006349882398859162,-0.016378318677576165,-1.404348230841169
