date,nc_quintile,avg_wage_nom,n_ind,avg_wage,yoy,yoy_nom
2015-10-01,Q4,23.516264547788317,41,33.12119298942192,0.019634173677551825,0.021373408915869252
2015-11-01,Q4,23.565521309714033,41,33.26077092530423,0.01705655942708928,0.022160124615977717
2015-12-01,Q4,23.53803315630733,41,33.33588562181514,0.01264961867296055,0.02003709800445508
2016-01-01,Q4,23.619779236523442,41,33.39645126817362,0.008377175263430292,0.022223069290653763
2016-02-01,Q4,23.643525462516198,41,33.4025336632787,0.013959347769954444,0.024279423782524567
2016-03-01,Q4,23.676388748886694,41,33.30554777645198,0.013859230085387253,0.022502747253264177
2016-04-01,Q4,23.756615378240642,41,33.26071118737716,0.014672998766815937,0.026089190393649986
2016-05-01,Q4,23.789760968020747,41,33.17290638960154,0.015336188492273584,0.025685739262464313
2016-06-01,Q4,23.849767006650044,41,33.14771075972596,0.017108045435131558,0.027251933450182175
2016-07-01,Q4,23.903726642119338,41,33.27655281420758,0.01856978624318173,0.02699477286835439
2016-08-01,Q4,23.88778205420021,41,33.223842459449635,0.012179789388033768,0.022937990291539867
2016-09-01,Q4,23.928582121868228,41,33.200773891940536,0.005140079521510632,0.019853155639829367
2016-10-01,Q4,24.033657057292196,41,33.305041765993074,0.005550789690150104,0.022001475125969394
2016-11-01,Q4,24.076860142019143,41,33.416889826824494,0.004693784815477331,0.021698600492845
2016-12-01,Q4,24.127681016473165,41,33.47646785388094,0.004217144060927769,0.025050855194663324
2017-01-01,Q4,24.21737973646481,41,33.40623978900004,2.931006276030157e-4,0.025300850357538263
2017-02-01,Q4,24.325883214563092,41,33.45067326434545,0.0014411960946443259,0.028860237155778012
2017-03-01,Q4,24.35306183919769,41,33.46084985252088,0.0046629491612415475,0.028580080243141515
2017-04-01,Q4,24.474277631748755,41,33.52797075576711,0.00803529325889385,0.03020894357558368
2017-05-01,Q4,24.494802509152183,41,33.527431709315046,0.010687195012392126,0.029636344059075892
2017-06-01,Q4,24.53026435764605,41,33.54554083208863,0.012001735964404237,0.02853266242836927
2017-07-01,Q4,24.633073123062413,41,33.70939038492172,0.013007283931445457,0.030511831559265623
2017-08-01,Q4,24.644631486841213,41,33.62452052778836,0.012059955702828917,0.031683537254473926
2017-09-01,Q4,24.719680956994466,41,33.549275894376066,0.010496803585657632,0.033060832066738044
2017-10-01,Q4,24.719417350629833,41,33.57013587004933,0.007959578790468047,0.028533331057479128
2017-11-01,Q4,24.748747579386084,41,33.60915017348249,0.005753388410900673,0.027905940949266794
2017-12-01,Q4,24.845587758329536,41,33.76050602491129,0.008484711477630302,0.029754485786106954
2018-01-01,Q4,24.945341123055353,41,33.712395637180755,0.009164630623334169,0.030059461201511928
2018-02-01,Q4,24.948594515865143,41,33.56458743860021,0.0034054374139065313,0.025598712935086976
2018-03-01,Q4,25.04768603918708,41,33.62187690602791,0.00481240178348008,0.028523074616898958
2018-04-01,Q4,25.04066269846526,41,33.4793658279593,-0.001449682957607834,0.023142054496504194
2018-05-01,Q4,25.060648525628338,41,33.36731498765832,-0.0047756930219096105,0.023100656405159237
2018-06-01,Q4,25.164850078317297,41,33.45273594972293,-0.0027665340925709936,0.02586950191074666
2018-07-01,Q4,25.23209446448874,41,33.5398641449586,-0.005029050897311649,0.024317767354228303
2018-08-01,Q4,25.329711768680262,41,33.65092782860928,7.853584350472342e-4,0.027798357715547173
2018-09-01,Q4,25.452768087474627,41,33.77516253012511,0.00673298095792596,0.02965601100416837
2018-10-01,Q4,25.521434765548364,41,33.806553246587946,0.007042490904826781,0.03244483490619565
2018-11-01,Q4,25.569802599401342,41,33.98444867340426,0.011166557261476973,0.0331756189836101
2018-12-01,Q4,25.749643623648826,41,34.33313147974145,0.01696140023516346,0.03638697840892102
2019-01-01,Q4,25.801875562394866,41,34.33730722369625,0.018536552348308755,0.03433644924373769
2019-02-01,Q4,25.94449210167746,41,34.381768697265215,0.02434653070471593,0.03991798356332321
2019-03-01,Q4,26.04663584711417,41,34.32349893417952,0.020868020845850488,0.03988191988530332
2019-04-01,Q4,26.139238889502792,41,34.26410006419791,0.02343933992869318,0.043871689989453344
2019-05-01,Q4,26.218449950935476,41,34.294926684802206,0.02780001020420686,0.046199978588866486
2019-06-01,Q4,26.318645324193973,41,34.41913232334477,0.028888410654191787,0.04584947823197316
2019-07-01,Q4,26.489782243360565,41,34.585152865604144,0.031165562153973703,0.04984476340804278
2019-08-01,Q4,26.57590615044219,41,34.69935469669675,0.031155957227310793,0.049198916795524905
2019-09-01,Q4,26.523307132573244,41,34.60356763840561,0.024527050241182957,0.04205982789060303
2019-10-01,Q4,26.654557592303696,41,34.69548274412617,0.02629459120112876,0.04439886852619068
2019-11-01,Q4,26.778209456381695,41,34.87513842376107,0.02620874503266113,0.0472591390677628
2019-12-01,Q4,26.809387485865052,41,34.94753796109754,0.017895439619850073,0.04115567103394557
2020-01-01,Q4,26.93175708691941,41,34.971372708468266,0.018465789429592983,0.04379067412336868
2020-02-01,Q4,27.043174551450413,41,35.020073648492954,0.018565215677182723,0.04234742562957772
2020-03-01,Q4,27.17037512981976,41,35.261539472665376,0.02732939728215622,0.043143355990447274
2020-04-01,Q4,29.305976684443294,41,38.289146842316995,0.11747125331112374,0.12114881417653778
2020-05-01,Q4,29.091796971423143,41,38.00857332654946,0.10828559792177539,0.10959255889897279
2020-06-01,Q4,28.33977450921714,41,36.82454669797383,0.06988596783997347,0.07679457510547483
2020-07-01,Q4,28.158614073115025,41,36.40500245931923,0.052619388463798655,0.06299907694306306
2020-08-01,Q4,28.192274469001152,41,36.33395186799685,0.047107422762986184,0.06082081677324358
2020-09-01,Q4,28.201654543642878,41,36.295490391230565,0.048894459973171545,0.06327821046902771
2020-10-01,Q4,28.30959091068731,41,36.41929260665637,0.04968398552754061,0.062091944788514875
2020-11-01,Q4,28.316025593742825,41,36.44982785697203,0.04515220596624481,0.05742789262538395
2020-12-01,Q4,28.437651686246888,41,36.5719594349493,0.04648171426725445,0.06073485271680745
2021-01-01,Q4,28.50693868866636,41,36.505777622043794,0.043876027583097166,0.0584878883566049
2021-02-01,Q4,28.604445439199583,41,36.43120568951873,0.04029494784019394,0.05773253006146928
2021-03-01,Q4,28.65479824121625,41,36.238647805746126,0.027710314061534458,0.05463388357002552
2021-04-01,Q4,28.860077160074923,41,36.20072587222771,-0.0545434187575361,-0.015215310145424099
2021-05-01,Q4,29.006921622515886,41,36.09553894058349,-0.050331654638289036,-0.0029175010739498353
2021-06-01,Q4,29.23573377149244,41,36.045381966516025,-0.021158841080878177,0.03161490441583803
2021-07-01,Q4,29.40060368798478,41,36.07511354600917,-0.009061636891212754,0.04410691561896041
2021-08-01,Q4,29.529722747321983,41,36.158844180394276,-0.004819395595578202,0.047440240403143985
2021-09-01,Q4,29.749467125790773,41,36.329249745898395,9.301253214637484e-4,0.05488375087187203
2021-10-01,Q4,29.838365343326704,41,36.13757460603124,-0.007735405617780855,0.05400199661882987
2021-11-01,Q4,29.940160542299214,41,36.08356591326216,-0.010048386103414964,0.05735744739951376
2021-12-01,Q4,30.138139624557365,41,36.21090957537688,-0.009872313793156673,0.059797059091657445
2022-01-01,Q4,30.343728299028953,41,36.15370589728086,-0.009644274076505033,0.06443307120497144
2022-02-01,Q4,30.357905827659785,41,35.84320691871266,-0.016139975597218137,0.061300275587837794
2022-03-01,Q4,30.50485760374495,41,35.54217402228311,-0.019219088614906288,0.06456368483054353
2022-04-01,Q4,30.5895775351685,41,35.44302212221254,-0.020930623123125214,0.059927087703222526
2022-05-01,Q4,30.77812704323131,41,35.27265852745718,-0.02279728845386797,0.0610614750425833
2022-06-01,Q4,30.853362726586106,41,34.8797697221899,-0.032337353101401733,0.05533054062323561
