from,to,months,d_total_nf,d_men_nf,d_women_nf,men_share_of_gain,d_construction,d_manufacturing,d_transport_wh,d_retail,d_health,d_leisure,women_share_nf_base,women_share_nf_latest
2024-12-01,2026-08-01,20,759,-6,765,-0.007905138339920948,83,-55,-56.899999999999636,28.100000000000364,1027.2999999999993,139,0.49890093231259003,0.5013295615275813
