IND1990,nat_emp_0,nat_lf_0,nat_unemp_0,nat_emp_nc_0,nat_lf_nc_0,nat_unemp_nc_0,for_emp_0,nat_hrs_0,n_nat_0,nat_emp_1,nat_lf_1,nat_unemp_1,nat_emp_nc_1,nat_lf_nc_1,nat_unemp_nc_1,for_emp_1,nat_hrs_1,n_nat_1,foreign_share,emp_tot,d_log_nat_emp,d_log_nat_emp_nc,d_log_for_emp,d_nat_unrate,d_nat_unrate_nc,d_nat_hrs
322,952012.1074999998,979328.2414999999,27316.134000000002,348644.4821000001,353063.1143000001,4418.6322,485464.4261,41.44661976028562,286,816494.1330000006,831468.7850000006,14974.651999999998,316505.0044000001,318019.9107000001,1514.9063,294285.2341000001,42.61650549825157,214,0.349947079598842,4189826.610299999,-0.15355802583604472,-0.09671367391864827,-0.500556531310302,-0.00988284694207502,-0.007751576007720041,1.1698857379659486
331,8855949.327799998,9099932.275599997,243982.94779999994,5858059.5334,6054635.6759,196576.14249999993,1577033.759699999,41.97825173438915,2657,7470367.105600002,7630966.850200002,160599.7446,4955579.039499999,5062881.160599998,107302.12109999999,1297763.6874999986,42.32462781651282,1989,0.13065752331709338,30010497.974799886,-0.17014533167034074,-0.16730439051456614,-0.19490317252740397,-0.005765720022609517,-0.011273162235594884,0.3463760821236761
332,756673.4088999992,771712.4204999992,15039.0116,443560.308,443560.308,0,194075.9381,42.26695447317632,242,451761.8444,464909.7113,13147.8669,273620.48709999997,276826.1728,3205.6857,163232.37630000003,42.5610209864815,122,0.16443590975162087,2771071.390599999,-0.5157765841531443,-0.4830917117700846,-0.17307470893273091,0.008792629342995205,0.011580139506230967,0.2940665133051823
340,629488.3628000001,673057.0545000001,43568.6917,435050.6063000001,476378.4391000001,41327.832800000004,147993.7988,43.284715519817645,186,903860.3872999998,955238.0038999999,51377.6166,707044.0423,756620.5362,49576.4939,108706.7172,42.25158277732073,207,0.14686624116029476,2516822.5535000004,0.3617675427421059,0.4856305979375417,-0.3085167849002328,-0.010947391363401143,-0.021230614944357795,-1.0331327424969174
341,743784.9614999999,761509.9008,17724.9393,260234.04050000006,274568.5921,14334.551599999999,324937.6700000002,43.520812041182964,220,1056790.9548000004,1076445.2777,19654.3229,422291.9271,425502.9472,3211.0200999999997,257114.2246999999,42.2788793544828,279,0.24593491836122663,3228260.799199999,0.35124023131144355,0.4841154633648035,-0.23411293908097264,-0.0050175022892505715,-0.04466113212828474,-1.2419326867001672
342,8704135.4547,8965280.855900008,261145.40120000002,4411666.9293,4573991.803399999,162324.87410000002,3787336.7013999997,41.99723765882844,2667,8896209.739799995,9239416.795599988,343207.0558000002,4972423.748,5165039.340900001,192615.5929,3518850.609700001,41.937375622281024,2414,0.27671131225120266,36439409.88920002,0.0218270617531644,0.11965479034483728,-0.0735286498122747,0.0080174410203341,0.0018035156502482844,-0.05986203654741473
351,14094138.14369996,14718845.168499963,624707.0247999995,10325869.203799963,10899096.66669997,573227.4628999999,2632496.223499996,42.945525996323354,3830,11960142.610500002,12505128.912900012,544986.3024,8876893.846900009,9252140.647100007,375246.8002000001,2741957.1802999997,42.730575553630516,2898,0.15865423651061542,51606011.04120006,-0.16417930404697145,-0.1512006158943766,0.040739434332095925,0.0011383566425951647,-0.012036198509879734,-0.2149504426928388
352,9680585.400500024,9790913.492300022,110328.0918,4542145.675199992,4612383.84329999,70238.16810000001,1748837.7215999998,41.884165310114234,2792,9785322.754700024,9953111.333700024,167788.57899999997,4178658.9888999956,4274577.566799994,95918.57790000002,1290603.9688999997,41.84674413633638,2637,0.14766244586930388,33027260.965300143,0.010761210225616935,-0.08340913707690412,-0.30384110644716067,0.005589485789083403,0.0072111409679894625,-0.037421173777850925
360,2288755.050300002,2336036.6132000023,47281.5629,1796393.1435999998,1837377.138,40983.994399999996,358285.5011999999,42.643884133144894,758,2174353.4967000005,2194815.5325,20462.035799999998,1572756.1198000002,1593218.1556000004,20462.035799999998,343546.2979999999,41.94804720682078,651,0.1084690334343469,6728929.3745000055,-0.05127664612112248,-0.13295127487304725,-0.04200827226551063,-0.010917182368388033,-0.009462495797316327,-0.6958369263241124
362,493098.1455000001,494345.56330000004,1247.4178,232003.77689999994,233251.19469999996,1247.4178,98074.95129999999,41.69149905235726,157,792854.2020999994,808328.1747999995,15473.9727,295180.0307999999,295180.0307999999,0,142062.75420000002,42.84995508050551,206,0.14232382478155584,2011324.7190999985,0.47493111629264106,0.2408317928215613,0.3705368954277031,0.016619809080601095,-0.005347958888718181,1.158456028148251
371,1799571.7301000005,1853060.8635000004,53489.1334,729505.1619,744639.0711,15133.909200000002,305906.68309999997,41.847791442977545,543,1808565.8995999992,1842346.5273999989,33780.6278,862486.6091999995,883649.2931999995,21162.684,354243.2054000001,41.05475757807006,478,0.17645082928913036,5935886.945500009,0.004985501692230443,0.1674531793395424,0.14670359989296422,-0.010529633229369274,0.0036253707496149597,-0.7930338649074855
372,6284304.259,6451079.184299998,166774.9253,2728987.468100001,2823407.7348999996,94420.2668,2054836.674999999,41.78098110571751,1866,6454300.830699994,6604468.877599996,150168.0469,2950569.6152999974,3010228.9771999973,59659.361899999996,2047730.7324999992,42.05087176144869,1720,0.2399163776521192,25374439.27120009,0.026691566788636933,0.0780675920504681,-0.003464147642345594,-0.0031149132201042234,-0.013623073953718447,0.26989065573118154
390,863702.2581000003,892959.8416000005,29257.583500000004,523355.1662000001,547846.2339999999,24491.067800000004,313473.17879999994,38.70212904494654,296,981296.1161999998,1048041.1745999998,66745.0584,492246.9626999999,522490.15329999995,30243.1906,169873.8412,38.933442260784716,299,0.2011717230277833,3623124.475099999,0.12764616466126455,-0.06127978039604187,-0.6126577513843774,0.030920805863717746,0.013178521966926211,0.23131321583817765
391,4269681.604199998,4465018.076500001,195336.47229999996,3113596.837500002,3281434.0148000014,167837.17729999995,1169117.1534000002,41.648050126319944,1316,3337651.266600007,3466885.819100006,129234.55249999999,2302409.7374999984,2397604.6625999985,95194.9251,908970.4738999996,40.84675002647242,981,0.19371513133592885,16076651.287500042,-0.24627191267410176,-0.3018223108792295,-0.2516915615254387,-0.006471351637276808,-0.011443330286752429,-0.8013000998475235
392,3566040.228400001,3750998.3086000015,184958.08020000008,2661285.050599998,2822327.122099998,161042.07150000005,1461504.6929999997,40.42484114228095,954,4192104.4011999974,4426913.1742,234808.77300000002,2876645.4202999994,3082325.736499997,205680.31620000003,1463820.665300001,41.72226372133766,1015,0.2997401829372151,14758746.784800043,0.1617470510984429,0.07781572277411186,0.0015833950075343495,0.0037321689387753917,0.009668905364199537,1.2974225790567147
400,2467463.6198000014,2489492.0534000015,22028.4336,1908076.8052000008,1928164.4023000011,20087.5971,187844.8813,45.57260945924525,913,2113019.5898000007,2162178.2830000008,49158.6932,1739888.0641999992,1789046.7573999995,49158.6932,260230.01820000002,45.70553474859055,682,0.05740158855994246,8353816.009800004,-0.15507273879336658,-0.09227504627603089,0.32594940251673776,0.013887160548304614,0.017059600136814283,0.13292528934530168
401,4102844.185200003,4311715.502900001,208871.31769999999,3301669.893700003,3476703.621700003,175033.728,1215623.8957999984,38.621267070989404,1275,4675666.703600001,4889914.418599998,214247.71500000003,3622328.2014000025,3809568.5343000004,187240.33290000004,1261763.2189999996,37.875066801952556,1307,0.210666112974787,16635739.011900004,0.1306913260520961,0.0926885997864666,0.03725268341726817,-0.004628535619670533,-0.0011947262269928413,-0.7462002690368479
402,2981551.435900002,3203674.1980000013,222122.76209999996,2300029.492299999,2504796.782500001,204767.2902,4515348.675099996,36.05687059118848,898,2447453.0147,2614006.077599999,166553.0629,1816206.1290999996,1980424.4285999998,164218.2995,4257985.765800005,36.8247514328494,644,0.5978051788619589,21482434.95689999,-0.19739588314186207,-0.23617216464072222,-0.05868618628820066,-0.0056181178406583265,0.0011706992078340528,0.7678808416609257
410,32960951.11119999,34766269.276899874,1805318.1656999998,28277244.34519997,29904921.540599953,1627677.1954000003,10081290.952000014,41.7627802601735,10178,30798112.015499946,32155639.49109995,1357527.4756000002,26624664.255899977,27801761.369599972,1177097.1137000003,10462381.129600001,41.28759512630185,8739,0.21633942596943215,132951863.47940066,-0.06787017125139272,-0.06021938061295984,0.03710474910574746,-0.009709891131517372,-0.012089465219823146,-0.47518513387164774
411,9108804.298100017,9891242.809100017,782438.5109999998,7917803.239199992,8682589.788099997,764786.5488999998,3658897.4826999945,39.67840092537296,2480,8496350.083700007,8946189.767099997,449839.6834000001,7532334.359000008,7980875.0609000055,448540.70190000016,3632176.6496,39.454368144311466,1940,0.2577641235023284,40626837.55679996,-0.06960478171772344,-0.04990879695998984,-0.007329771237444049,-0.02882134202399203,-0.03188082371646892,-0.2240327810614957
412,6648182.958499995,6755346.137199991,107163.17869999997,5461100.667900003,5547072.994300003,85972.3264,903937.3194000002,42.22217978588424,2010,6310574.441799995,6505925.485499997,195351.0437,5340882.877299984,5480661.051599991,139778.1743,1221713.6481000013,41.01098176143939,1763,0.1246211965675548,22273267.418800097,-0.05211686886291922,-0.02225938483440082,0.30124976070676546,0.014163171759011342,0.010005206495501467,-1.2111980244448475
420,917114.2226999999,971474.0260999997,54359.8034,648465.1742000002,662761.7536000002,14296.5794,199651.82839999997,43.21062953274639,304,666932.4087000001,680696.7039000001,13764.2952,442469.95410000015,454994.70120000007,12524.7471,138225.25859999997,45.578452623628515,202,0.13850949835985674,3037242.148600004,-0.31854332128725993,-0.38223573842909353,-0.36769032840887306,-0.03573510989969345,0.0059560175710930835,2.3678230908821263
421,7660114.6688000085,7811078.913700007,150964.24489999996,4070323.8772000005,4210940.5963,140616.7191,1676994.4763000002,39.44467671987573,2189,6314810.253900001,6489192.4704,174382.21650000004,3490717.9492999967,3601276.1161999963,110558.16690000001,1940696.0578,39.65325224409809,1743,0.17574265159247543,26323938.944699943,-0.19312924499500994,-0.15361514180658453,0.14604351236774882,0.007545775586773225,-0.0026934655959251694,0.20857552422236125
422,384418.6955999998,384418.6955999998,0,261559.8218999999,261559.8218999999,0,79629.5995,45.62055655466829,156,493694.3705,501438.4457000001,7744.075199999999,348953.71299999993,350635.4627999999,1681.7498,60580.51140000001,45.46665520599442,172,0.1409777418051689,1563384.0958000016,0.2501843308166176,0.2882762641211283,-0.2734126294518102,0.015443720493328735,0.004796291243818822,-0.15390134867386962
432,11691071.332900044,12255837.162100036,564765.8292000004,8226709.526700014,8689227.406700026,462517.8800000002,3195914.036200002,40.09042807900744,3614,12688219.231799992,13264633.571899988,576414.3401,8166490.6902000075,8637148.87340001,470658.18319999997,3963862.5220000036,40.34422683668491,3620,0.22637648406668923,45628188.98519995,0.08184852688736655,-0.007346839734475807,0.2153458039984546,-0.0026263985847518947,0.0012634244913183393,0.2537987576774725
440,5198411.243799986,5386837.089599985,188425.8458,1489789.677800001,1565001.9631000017,75212.28529999999,1006830.4762999992,41.030948894331154,1543,5963678.909600009,6437763.894300005,474084.9847,1908926.4168999984,2148738.2624999993,239811.84559999997,1332343.4387999997,39.96307220983409,1663,0.18519945410862873,19304845.53050001,0.13733450849282747,0.24790604448163478,0.2801321215391557,0.03866231170057875,0.0635469817789926,-1.0678766844970653
441,4034961.1935000005,4195253.5647,160292.37119999997,2626635.5406000027,2748479.6428000024,121844.10220000001,840059.8851000001,41.5837886878875,1179,5105182.435000005,5328791.471400002,223609.03639999992,3215408.3388000033,3329177.6727000014,113769.33389999998,927332.0970000006,41.96997361699633,1345,0.16271068253964693,14513782.674500003,0.23525950330736123,0.20225059503156473,0.09883856951893932,0.003754400173880422,-0.010158051126110242,0.38618492910882907
442,4319309.929600006,4451741.253500004,132431.32390000002,2523835.3892999995,2618874.2753000003,95038.886,906648.2349999995,42.141530748761475,1283,2842278.865500002,2996909.4680999997,154630.60259999993,1698622.2131000012,1780806.1301000009,82183.917,511251.7328,41.026471877244326,772,0.17223092493687067,16019709.05580002,-0.41848950314000355,-0.3959622647895298,-0.5728924446800558,0.021848480132388423,0.00985986291694329,-1.1150588715171494
450,9057714.359600004,9220047.317400012,162332.95779999997,5255198.826099999,5378192.988499998,122994.16240000002,1091138.8164000004,43.19219645009719,3119,8378038.468600007,8571817.199299997,193778.73070000004,4627094.652500003,4749088.485100001,121993.8326,1098876.8285,42.530202594426925,2577,0.10544017772436118,28392659.32219993,-0.07800299590233273,-0.12728867294239699,0.007066656641924851,0.004999972487392451,0.0028187919336067416,-0.6619938556702678
451,1736996.0344000005,1794572.8930000004,57576.85860000001,1107931.0912999995,1164107.6893,56176.598000000005,243929.49229999993,42.97153719360458,562,1524933.0015,1540751.7205999997,15818.719099999998,1132626.163600001,1142195.4838000007,9569.320199999998,133994.2665,43.428212388292245,496,0.10548620014081243,5448971.900899994,-0.13020672858801596,0.022044580483953524,-0.5990822058288039,-0.021816994524699547,-0.039879211902425035,0.45667519468766216
452,1276206.728599999,1281542.1538999993,5335.4253,667728.3250999996,673063.7503999996,5335.4253,170084.3427,43.68935136219151,402,1385113.9833999998,1417193.2289000002,32079.2455,704549.0259,729595.2627999999,25046.2369,191832.17940000008,42.681064267872095,377,0.14439424901495762,4314912.665499993,0.0818902499274099,0.05367652669542977,0.12032647663856011,0.018472474728606046,0.02640187398675839,-1.0082870943194138
470,2875577.687999998,2956847.1108999983,81269.4229,2069042.6636000013,2124211.3348000017,55168.6712,254338.42470000003,40.97261168942862,947,3166634.7791999998,3241585.472999999,74950.69380000001,2058934.2357999994,2087157.2025,28222.9667,268845.9039000001,40.850156369351446,877,0.0943721600387484,9612604.413499996,0.09641585114025908,-0.004897531285298129,0.055472606610704744,-0.004363546581954581,-0.012449161959061806,-0.1224553200771723
471,6692301.148599996,6841833.6254,149532.47679999997,5474547.002899998,5619200.6896,144653.68670000002,1411322.4311999993,42.25832555839369,2112,5999769.39060001,6215979.586400008,216210.19580000002,4940718.984499996,5141914.398199997,201195.4137,834726.6459999996,42.058579868871696,1790,0.1536003259102912,23843447.132000044,-0.10923674980774756,-0.102598669052675,-0.5251781370983934,0.01292734996400648,0.013385751694756608,-0.1997456895219969
500,1398789.8845999993,1459876.1775999994,61086.293,1135544.4338000005,1188875.4519000002,53331.0181,290082.5458000001,41.30712466983094,426,1338792.9604999998,1351073.7541999996,12280.7937,928633.627699999,940914.4213999991,12280.7937,237980.9337,40.66466725600683,356,0.16363825228485265,5522192.2239000015,-0.043839062422522446,-0.20115320400189418,-0.19797496320944497,-0.03275382089971415,-0.031806395354636516,-0.6424574138241113
501,687939.0960999995,707086.6009999994,19147.5049,411447.3579999999,430594.86289999995,19147.5049,149882.56110000002,40.41043224067892,198,509549.3147999999,518047.7120999999,8498.3973,248715.1937,254108.3947,5393.201,156715.0148,43.1773480465625,128,0.2850002775417266,2493524.159799997,-0.3001736723466042,-0.5033726434135755,0.044576902083987235,-0.01067477254935173,-0.023243547203798436,2.7669158058835777
502,1687101.4892000011,1754069.1659000018,66967.67670000001,1311936.3044,1373354.2242,61417.9198,386314.4195999998,41.6255558872419,551,1734567.3909000005,1747319.1996000004,12751.8087,1291084.229399998,1302944.302399998,11860.073,264762.14599999995,43.05609599856165,519,0.16594234482854042,5563753.874599991,0.02774607855955935,-0.01602178759938866,-0.37781973576941397,-0.03088054239187077,-0.03561858871487547,1.4305401113197505
510,2935487.270700001,3006574.049800001,71086.77910000001,1292851.6852,1309856.3641000001,17004.6789,539162.1120000001,42.6586272406533,878,2541290.882199998,2578118.2518999972,36827.369699999996,1504465.9727000005,1533941.3641000004,29475.391399999997,460466.50059999997,41.481739738221535,689,0.1381953295719141,9840824.112600029,-0.1442012869132796,0.15158761256122943,-0.15777618272885618,-0.009359188325766347,0.006233367266826561,-1.176887502431768
512,1599833.545899999,1628989.5175999994,29155.971700000002,992919.8367000003,1019084.7855000003,26164.948800000002,267419.5823,42.23173271984982,481,1197849.9796999998,1208392.9864,10543.006700000002,720307.1471999998,725880.3291999998,5573.182000000001,195496.15170000005,41.50033790078069,343,0.1465376313778019,6032477.638600002,-0.2893713237955122,-0.32097221800930065,-0.31327819939014034,-0.00917337859498909,-0.01799712311696447,-0.7313948190691306
521,1693234.4651999993,1718726.4612999996,25491.9961,1237640.9495999995,1263132.9456999993,25491.9961,193779.33419999992,41.23541510498165,492,1541833.8529000017,1589594.8620000016,47761.009099999996,1068678.0530999997,1093588.4641999998,24910.4111,320566.6515,41.56733895063599,456,0.1097237047099731,6081789.992999987,-0.09366806298394081,-0.1467846873754315,0.5033701566424114,0.015214116395599794,0.0025970349821908614,0.3319238456543445
530,3810348.3958999994,3883765.0367999994,73416.6409,2559706.2952000047,2600968.034900005,41261.7397,330931.8774,42.22252390206816,1246,3171435.5704999957,3252455.3209999967,81019.75050000001,2026825.6163999983,2100568.4693999984,73742.853,364632.92760000017,41.89333743656181,1016,0.07107434452992463,11538148.131,-0.18353628071653816,-0.2334216900928645,0.09697862400466484,0.006006863358403253,0.01924214767845496,-0.32918646550635344
531,619562.9434999999,663375.9245999999,43812.98109999999,553118.3294999998,576220.0127999996,23101.6833,193948.9624,41.47389592692769,203,593005.3370999998,605066.6765999998,12061.3395,459863.91589999985,471925.2553999998,12061.3395,175628.84739999997,39.4867140221513,173,0.23519758207307545,2268683.021300001,-0.043810900494703375,-0.18464134531312304,-0.09922209728726195,-0.04611157816042842,-0.014534042708291794,-1.9871819047763921
532,2055268.5090999987,2094921.300099999,39652.791,1164072.2696000007,1203725.060600001,39652.791,882328.1194000002,40.77202578846162,573,1685660.3768000016,1753620.1543000012,67959.7775,854333.8046000003,893576.4489000002,39242.6443,576032.8272,39.870265850499784,442,0.2905250772376531,8577834.918400006,-0.19824909873474184,-0.3093577243342658,-0.4263993535471755,0.01982593217554606,0.01097464737592501,-0.9017599379618346
541,1985221.2212000003,2040146.2587999997,54925.037599999996,828405.5239999992,854018.3618999991,25612.8379,531543.0913,41.12240632021603,562,1787501.9990999992,1813513.8334999993,26011.8344,758216.2726000003,771053.7145000002,12837.4419,279785.038,41.12570606475293,471,0.18709841094973045,7186791.738499996,-0.10491124041480049,-0.08853413277627453,-0.6417626824863554,-0.012578773970949664,-0.013341749957347385,0.003299744536903404
542,794657.0272000001,841393.3349000002,46736.307700000005,425936.21539999964,449632.4200999995,23696.204700000002,271376.79730000003,41.064114287968195,246,511508.61410000006,563774.1744,52265.5603,301585.6604,353851.2207000001,52265.5603,305005.8756,38.82829314605665,134,0.3831180850770875,3303289.6714999974,-0.4405461831321258,-0.3452355160402085,0.11682278956888936,0.037160227780388536,0.0950036217941497,-2.2358211419115435
550,7878911.836100001,8085379.787299999,206467.95119999995,5750059.413299995,5943356.671399993,193297.25809999995,2680645.4493000014,42.48506928506907,2365,5287506.703800003,5590001.942200004,302495.23840000003,3861330.458399996,4116552.616399996,255222.15800000002,1770950.4231,42.25325745568836,1587,0.25447537122073527,28847308.632599987,-0.3988429902389967,-0.39819838507292893,-0.41454124014017424,0.028577657528633494,0.029475755817116207,-0.23181182938071032
551,517536.9447999998,526733.6041999998,9196.6594,319809.3053000001,329005.9647000001,9196.6594,9437.5111,42.96525202420875,237,585185.4653000002,605788.6835000004,20603.2182,354864.1943999999,375467.41259999987,20603.2182,50391.92199999999,42.33179966929443,244,0.07952708677924791,1920875.002299999,0.1228479181786426,0.10401026807338631,1.6751385937202983,0.016550777188907413,0.026920653745191016,-0.6334523549143185
552,959416.4296000012,972985.246800001,13568.817200000001,591686.7708000005,605255.5880000006,13568.817200000001,166063.0829,42.52728817819759,365,813129.3568999998,818282.8313999998,5153.4745,547138.2730999998,547138.2730999998,0,84243.6472,42.67447259995564,257,0.14049770923003543,3273756.232899997,-0.1654350063218768,-0.07827583654297499,-0.67865457140293906,-0.0076476393576187015,-0.02241832618982774,0.14718442175805535
560,1328181.150799999,1375626.1034999995,47444.9527,832018.5767000001,879463.5294000002,47444.9527,110184.0511,41.8078321935805,399,1077864.1208999995,1120054.3043,42190.1834,701379.6906999999,714546.8322000001,13167.1415,129084.14999999998,40.872352538007284,322,0.09471851099066174,4052992.2418,-0.20882903334678993,-0.17080538642447252,0.1583123578866008,0.0031782649155638124,-0.03552034508727609,-0.9354796555732179
561,488161.1592000001,492127.1884000001,3966.0292,322372.48299999995,324030.48159999994,1657.9986,44315.5343,42.195782248197204,186,249567.69189999998,255144.6661,5576.9742,179520.5406,185097.51479999998,5576.9742,6375.0305,41.64231896048212,77,0.08375895714907633,1305127.351399999,-0.6709154069827576,-0.5854180228002015,-1.938946401636528,0.0137991349564834,0.025013126545100895,-0.5534632877150827
562,1287104.8594000002,1337768.3183,50663.4589,816609.6793999999,853788.1447999995,37178.4654,308827.3047999998,40.18752786615263,398,713729.9086,720621.3496,6891.441,457709.4442999999,460446.1435,2736.6992,199724.8226,38.89954651221994,198,0.2253008405849995,5418777.365100007,-0.5896460686102021,-0.5789266504044104,-0.4358417043749867,-0.028308431176334425,-0.03760172372568084,-1.287981353932686
580,10821659.07109999,11135130.2466,313471.17549999984,8453730.01019997,8740750.530199975,287020.51999999984,1299421.0593999997,38.37915444308988,3559,9656280.673199998,9996615.813399995,340335.1401999999,7619585.955300002,7927450.538700003,307864.5834,1264266.1709999996,38.90081054481752,2834,0.09557619191815328,37916097.711899914,-0.11394104480139333,-0.10388573364932263,-0.027426974472637866,0.005893485530646066,0.005998200938886984,0.5216561017276362
581,2680847.3951999974,2799712.4541999977,118865.05900000002,2259356.0975999986,2372516.726099998,113160.62850000002,216681.9948000001,35.72386103395729,917,2423951.5938999983,2510892.3367999974,86940.7429,1896845.5113999995,1982844.5170999994,85999.0057,219809.37749999994,36.01968987259723,792,0.05810623930167169,7685440.790299988,-0.10073383828886762,-0.1748876108623172,0.014329887894689364,-0.00783073042475324,-0.004324918663075217,0.2958288386399417
582,3332258.884100004,3462496.4853000026,130237.6012,2668370.2587000025,2789957.805000004,121587.5463,244661.67700000005,38.66021542955916,1314,3259022.535600002,3361801.427500003,102778.8919,2450707.7674000007,2540677.040000001,89969.27260000001,227529.11429999996,40.119853844095,1121,0.07535698881323591,10687093.771700008,-0.022223102881536505,-0.08509102855778217,-0.07259814085751515,-0.007041221045705284,-0.00816889031604675,1.4596384145358385
591,26103992.016899943,27773300.379399963,1669308.3625000024,22541300.190499976,24071936.186699953,1530635.9962000023,5245394.375599993,35.906608383007864,8440,31035620.31299998,33427254.954499993,2391634.641499998,26093514.457199994,28185108.997899983,2091594.5406999981,8582233.558900017,35.598758589485534,8733,0.1504312761999271,89076070.92950052,0.17304733372413494,0.14633760457680722,0.49234377137847574,0.01144265456688362,0.010623294147917475,-0.30784979352232966
601,27562397.014100008,28951011.715000056,1388614.7008999994,24330746.773199994,25605575.180000022,1274828.4067999993,5967346.487000004,33.94028499697745,8667,25870182.29960006,27190302.02640004,1320119.7268,22013838.990700033,23122123.930000074,1108284.9393,6020923.68940001,34.501516563585746,7460,0.1676298201838984,100319606.1908994,-0.063361373820225,-0.1000695492143322,0.008938330270861883,5.86834774025144e-4,-0.0018553454545023468,0.5612315666082992
610,2169569.9224999994,2284384.4289999977,114814.50650000002,1864073.1665000005,1960533.5911,96460.4246,672250.4984000002,31.329476567701068,670,1989050.3683999996,2103013.2415999994,113962.87319999999,1502099.2867999994,1594915.2552000002,92815.96839999998,494519.82399999985,33.99922258649186,536,0.25893415158114774,8037520.882399992,-0.08687163248301033,-0.21590031368739204,-0.30704379730156006,0.003929689652354372,0.008993813883674644,2.669746018790793
611,2250240.732799998,2438896.311099999,188655.57830000002,1804588.4509999985,1943424.6549999982,138836.204,870331.3115,34.647805182516905,787,2131852.669899999,2257897.362900001,126044.69299999997,1639629.817999999,1756870.8537999985,117241.03579999998,647002.6902000002,32.66377145952828,663,0.2658036513226889,8872175.487300001,-0.05404580310729834,-0.09586206517596452,-0.2965235045199499,-0.021528924110130805,-0.004706072578120335,-1.9840337229886273
612,13564640.881599989,13924580.341099981,359939.4595,11252464.157800002,11588756.212300008,336292.0545,1796246.0338999988,42.46041716945299,4170,12458804.13360001,12824468.062600005,365663.9289999999,10060109.220700003,10316953.079299996,256843.85860000004,1562635.2762,42.4045557280454,3532,0.11973203914147414,45265716.41359987,-0.08503893954771868,-0.11200911937329394,-0.1393252747709255,0.002663775778772852,-0.004123501071731976,-0.0558614414075862
620,5287614.8530000085,5424296.5037000105,136681.65069999997,4555236.043300003,4691917.694000007,136681.65069999997,663203.9861000001,39.54684477482939,1700,4435793.675400003,4541798.983600001,106005.3082,3911483.7841000017,4004381.549500001,92897.76540000002,613674.1500000003,39.2058777679208,1355,0.10740057080882816,17495508.49449997,-0.1756607087442923,-0.15236056363597683,-0.07761852725697516,-0.0018581035890271325,-0.005932268182764985,-0.34096700690858484
621,4756334.551800002,5074286.918200011,317952.36639999994,4257952.396599999,4524202.829200003,266250.4326,1465475.2907000005,36.15126991581405,1710,4698240.2032,5028002.556999998,329762.35380000004,4226851.856699998,4550668.198700001,323816.342,780703.3362999997,36.78529776794167,1529,0.19681919641320103,18157907.54879993,-0.012289305707561482,-0.007330912595248762,-0.6297396727572764,0.0029256435217439175,0.01230773450128176,0.6340278521276232
622,1893466.6905000005,1951602.8593000004,58136.1688,1582704.0439999993,1616504.1046999993,33800.0607,175121.4202,41.9808398939393,657,1459244.940299999,1524829.330099999,65584.38979999999,1116673.1069,1177880.8098999998,61207.70299999999,70147.6988,40.970596516935906,474,0.07453751625935127,6192994.88989999,-0.26049023894110945,-0.34878097995578194,-0.9148765610302814,0.013222036789878745,0.031054902038862756,-1.0102433770033912
623,8621344.722399984,9166123.04879999,544778.3264,6382080.650400005,6846525.612300008,464444.9619000001,1971664.4419999989,31.681045116508745,2554,7175655.474999984,7836713.657799985,661058.1827999997,4910461.553800002,5476764.824599997,566303.2708000002,1494401.5245000008,31.50965870727717,2011,0.18322082806671824,32826724.11189987,-0.18354695991351377,-0.262126224744204,-0.2771522718099835,0.02492011743164929,0.035564465207983925,-0.17138640923157666
630,1585687.2757999997,1674321.4037000001,88634.12790000002,1211027.7762,1276781.6762,65753.9,148492.6294,30.52240029276087,452,1222437.2434,1287368.0808,64930.83739999999,856318.5623999998,902650.445,46331.8826,163242.00339999996,32.95451431334548,326,0.08778490509193826,5176904.675399997,-0.2601713194315334,-0.346582220624704,0.09469845984863845,-0.002500457663366984,-1.7101127753219036e-4,2.4321140205846064
631,4789794.193199999,5100105.3199999975,310311.12679999997,3381217.4496000013,3638109.7145000007,256892.26489999986,956828.7910999999,38.65225906926762,1590,4021135.2274999996,4202295.931699999,181160.7042,2738531.764799996,2899471.9431999982,160940.17840000003,912610.9669000001,38.57553783847928,1129,0.18253279814937692,17120041.829099998,-0.1749231869052501,-0.21081391231357216,-0.047314788151560094,-0.01773412755423305,-0.015104746854539275,-0.07672123078834403
633,4247146.936600009,4455703.941000012,208557.00439999992,2686873.5924000014,2832488.138400001,145614.54599999997,895790.5432,39.85835380436635,1214,3702444.6429999946,3873970.704399996,171526.06140000004,2551703.6395999994,2699032.6619,147329.02230000004,825304.4711999998,40.21299110501751,1019,0.14518793754666864,15372688.761300012,-0.1372541326733412,-0.05161705433259911,-0.08195424264649098,-0.0025301954170334068,0.0031771566125009254,0.35463730065115584
641,88462360.80400008,94482277.10340002,6019916.299400005,77548299.14799987,83146072.08480023,5597772.936800001,26795572.271899827,31.948401966667678,26982,80519673.58929981,86534349.06039965,6014675.471100002,70287402.44759983,75801260.30519965,5513857.857600002,23451699.35200008,31.518688662064857,21897,0.2316108464553281,339013493.6204056,-0.09407561291854805,-0.09830837134253301,-0.13329370082950476,0.005791452329627314,0.005416416029830243,-0.42971330460282076
