IND1990,nat_emp_0,nat_lf_0,nat_unemp_0,nat_emp_nc_0,nat_lf_nc_0,nat_unemp_nc_0,for_emp_0,nat_hrs_0,n_nat_0,nat_emp_1,nat_lf_1,nat_unemp_1,nat_emp_nc_1,nat_lf_nc_1,nat_unemp_nc_1,for_emp_1,nat_hrs_1,n_nat_1,foreign_share,emp_tot,d_log_nat_emp,d_log_nat_emp_nc,d_log_for_emp,d_nat_unrate,d_nat_unrate_nc,d_nat_hrs
642,8481872.300200008,8788079.89740001,306207.59719999996,5319169.594100004,5557879.419400004,238709.82530000003,1573635.9143999994,36.13847114245218,2560,7127552.51619999,7527477.973099995,399925.45689999976,3975279.1044000024,4235376.852200002,260097.7478,1706796.2637999991,36.28396864863522,2017,0.17002260498187993,30403541.51350002,-0.1739633056642056,-0.29122223925070934,0.08122927240753697,0.018285229494996676,0.018460965753908785,0.14549750618304103
650,1753655.7963000014,1854741.1703000013,101085.37400000001,1305924.4291999997,1400086.2966,94161.86739999999,352557.4746,38.89806248694117,557,1543913.6062000014,1627412.8070000014,83499.20079999999,1074704.2835000004,1129007.3128,54303.029299999995,347261.2804999999,38.37417413069509,399,0.1913540004588291,6315476.735800008,-0.12738213990750857,-0.19486562624100934,-0.015136191123998444,-0.0031931263353412523,-0.019156299623872344,-0.5238883562460828
651,5557389.3433000045,5880326.395500005,322937.0522,3900605.117899994,4167010.9061999926,266405.7883,539026.4414,34.246384636435934,1919,4754824.097499999,5151100.187800001,396276.09030000016,3456794.028700001,3785500.9318,328706.9031000001,417240.0262999999,34.258699740106515,1546,0.08193682893204249,17354632.11640003,-0.1559687532729157,-0.1207901213084277,-0.25610296726547865,0.022012160212237016,0.02290102498303473,0.01231510367058064
652,1893774.322800002,1963114.696300003,69340.3735,1143900.3884000005,1185918.8075000013,42018.4191,265245.9052000001,34.091093178500756,604,1720493.2359000007,1869123.7966000005,148630.56070000003,1084991.2448000005,1219528.5085000007,134537.2637,207400.12170000002,33.6544412768263,519,0.11316900570513325,5818655.554999999,-0.09596081914157573,-0.05287189843849305,-0.2460074572790827,0.04419723152622638,0.07488797102143493,-0.436651901674459
660,1605945.3306000005,1613238.4814000006,7293.150799999999,1019051.6192000004,1026344.7700000004,7293.150799999999,360914.60990000004,36.801803041702044,488,1633452.4973999998,1677289.4684999995,43836.971099999995,1097248.1260000002,1124793.0544,27544.9284,383662.784,36.20362942981312,445,0.20024312078907577,6026281.197799994,0.016983297156151878,0.0739329319987636,0.06112260742651898,0.021614788856699974,0.017382939291140587,-0.5981736118889245
661,1439984.4680999988,1571721.1318999985,131736.6638,1121420.0527999997,1192479.4149999996,71059.3622,288877.7184,31.488619306452474,456,1135348.5715000005,1228530.2414000009,93181.66990000002,747847.2690000003,833624.5730000006,85777.30400000002,267179.1742999999,30.02002489957273,372,0.14681464613509168,5242641.862799998,-0.23769261225003113,-0.40515229416615384,-0.07808398071788147,-0.007968729802815683,0.043307211314528735,-1.4685944068797454
662,549761.8434999998,573518.5516999998,23756.7082,395411.3009000001,413608.8143000001,18197.5134,177825.5354,29.345484073833244,190,268412.4337,295599.0485000001,27186.614799999996,139133.01590000003,149828.28770000002,10695.271799999999,63673.4132,34.138579796788925,89,0.2185881723379899,1798385.892500001,-0.7169604433462968,-1.0444960667909555,-1.0270358311836798,0.05054851562327124,0.027386609441573194,4.79309572295568
672,1198286.2050000008,1204123.0017000008,5836.7967,984410.5630000001,990247.3597000001,5836.7967,43063.707599999994,42.67828316845661,413,958234.9068000003,974792.4771000006,16557.5703,700844.2045000001,717401.7748000001,16557.5703,37799.6323,42.34976416698803,362,0.03548591657134355,3310909.8101999974,-0.22355469913910753,-0.33975743402309,-0.13038121627649168,0.01213839611527073,0.01718563114634095,-0.32851900146857815
681,681079.5815000002,723350.3688999999,42270.7874,467892.9983999999,510163.7857999999,42270.7874,234688.61059999999,32.18302520491543,268,710093.5350000004,790781.7320000002,80688.19699999999,499017.26490000007,551000.3475000001,51983.082599999994,341996.8139,32.528401397250306,240,0.23052721036842472,3358496.310099995,0.04171754170810971,0.06440106027194403,0.3765418467397499,0.043598489827755535,0.011485815755287551,0.34537619233487504
682,13826218.703000017,14673346.729600001,847128.0265999999,9708793.296099987,10449297.147299992,740503.8511999998,2096069.516200001,35.33073774694117,4374,13468542.335499989,14141009.340299986,672467.0047999994,9733199.380999992,10279278.915499987,546079.5344999998,2200977.0888000005,35.61885026557457,3817,0.1363046798053569,48003394.99380008,-0.026209926699745978,0.002510658050898229,0.04883746100512987,-0.010178049173326535,-0.01774207527194656,0.2881125186334046
691,4597289.026599998,5002693.019700001,405403.99310000014,3104308.867499997,3432929.1821999955,328620.31469999993,1079824.3466,36.75806792507254,1334,5210232.018700005,5664969.6591000045,454737.6403999999,3436767.594399999,3819300.5400999994,382532.94569999987,1346511.0318000005,36.3752624410384,1389,0.1906588807680867,17161155.64100003,0.12515760039214108,0.10174027319140855,0.22071844030918442,-7.652936289563317e-4,0.00443193091267656,-0.3828054840341366
700,19592305.78930004,19987210.56530004,394904.7759999999,8859817.4143,8982368.893400008,122551.47910000001,3993229.3738000025,41.1600725222319,6171,16993809.725800034,17420728.74140003,426919.01560000016,7317556.432799984,7579877.748399985,262321.3155999999,4296481.367499999,41.288304647324345,4913,0.16818926873168405,70581376.96369968,-0.14228778342657833,-0.1912497049508648,0.07319613068415265,0.004748507584960822,0.020964032973162162,0.12823212509244541
701,2809226.488500005,2886522.193300005,77295.70479999999,1508827.2015999996,1559735.6418999995,50908.44029999999,359871.3585000001,40.97863545498583,966,3178540.357800002,3224782.8713000016,46242.513499999994,2104501.6337000006,2114987.4257000005,10485.791999999998,378780.61740000005,40.504697529020476,1007,0.10232599196906944,10000154.08019998,0.12351290997980335,0.33274602415052357,0.05121056148626657,-0.01243841393164528,-0.027681295864686543,-0.4739379259653518
702,11953502.5345,12404107.047300013,450604.51280000026,4160204.981999998,4410096.8956,249891.91359999997,2517745.4274999998,41.61535382995842,3287,10910801.04000001,11325114.822200006,414313.78219999996,3732299.4827000033,3921844.6781000034,189545.19540000006,2925299.3559000012,42.26040655394336,2811,0.15861997642628925,43179906.53139976,-0.09127111485590333,-0.10853982057290601,0.15003298990565916,2.565859066356174e-4,-0.008332965321777464,0.6450527239849393
710,15647143.21269999,16089577.036399985,442433.8237000002,3325601.6893999986,3404063.6375999977,78461.94819999997,3012118.7354000024,42.29745515330732,4448,15297864.348899994,15607482.6139,309618.2650000001,3517734.111900005,3585910.948800004,68176.83690000001,2842961.1732999994,41.94966108210355,3981,0.16338264641279257,56476096.19069997,-0.022575124387522294,0.056166447169538,-0.05779755431548317,-0.007660354350169086,-0.004037077389434953,-0.34779407120376504
711,30533751.471700016,31196794.592100013,663043.1203999999,13988595.921900036,14373252.647500044,384656.7256000001,3750371.4099999983,41.28776096458755,8979,28050716.74909994,28699573.42529995,648856.6762000003,12824106.437100004,13169169.816,345063.3789,4388493.786900001,40.776438976884606,7646,0.11047760903117268,103916670.4618002,-0.08481849321136892,-0.08691570555093975,0.1571311895359635,0.0013550169931856766,-5.596179557261077e-4,-0.5113219877029422
712,28330868.516900074,28929100.583500087,598232.0666000001,14852968.724599998,15299287.312199995,446318.5876,5257254.698600002,38.873501425456475,8661,27307501.091800034,27837635.275100064,530134.1832999998,14196361.385499995,14475592.067800004,279230.6823,4675534.292,38.97787998276274,7739,0.15683983047203515,102946001.17779946,-0.036790540799625404,-0.0452140680687485,-0.11726552681429148,-0.0016354550325053015,-0.009882749402941253,0.10437855730626211
721,7335014.083700005,7600800.333500004,265786.24979999993,1736465.7707,1850963.7023,114497.93160000001,946950.5412999998,40.75240059867614,2154,5568062.980400011,5892808.946900009,324745.96650000004,1585686.2095999992,1675308.9106999992,89622.7011,783404.5747,40.07349998546905,1455,0.11234745036606424,23144791.912299942,-0.27561209755806004,-0.09083462789775609,-0.18959760434601947,0.0201406645787596,-0.00836232626636163,-0.6789006132070909
722,12036209.307399988,12715303.574299995,679094.2668999999,10189452.09749999,10824594.473399995,635142.3758999998,10055304.598900024,35.1925211434552,3727,11366311.194999978,11930990.59809998,564679.4030999999,9862527.136100007,10396244.131900009,533716.9957999999,9177229.027300008,35.14896264968295,3303,0.43721762892462457,63777334.22640023,-0.05726572676439545,-0.032610639532776986,-0.09137500585389802,-0.006078838433927501,-0.007338376726863952,-0.043558493772252405
731,8199710.939200022,9399180.591899998,1199469.6527000007,4043479.5584000014,4930780.614800008,887301.0563999997,2123276.3254999984,38.839929347713706,2600,6790432.642000002,7707098.9363000095,916666.2943,3553486.2169000036,4291235.397000003,737749.1800999998,1264346.5740999994,38.892692787113184,2028,0.200248757470813,31817029.069099944,-0.18858424526529127,-0.1291764435806595,-0.5184048857702273,-0.008676361725067763,-0.008031439024232978,0.05276343939947736
732,41562342.76110016,43097845.638000175,1535502.8769000005,11563394.70919996,12086214.385799963,522819.67660000006,14836241.05900001,41.82328455403118,12064,40006875.659699954,41549644.99939993,1542769.3396999992,11292410.403100003,11816578.211500002,524167.8084000004,15592878.385399982,41.47006524909643,10472,0.2667748638107751,169724585.90520057,-0.03814320438255692,-0.023713625780093395,0.04974138852210075,0.0015024488448507484,0.0011011584003751754,-0.35321930493475406
740,9531177.22880001,10029296.288900012,498119.0601,7480602.938299988,7887004.527299993,406401.58900000004,1853426.5397,40.09607151222005,2684,7982043.655400003,8448908.296500003,466864.64110000007,6288038.033600004,6641416.657600005,353378.624,1359177.7417999993,38.8593967621579,2161,0.1572898157702615,31903624.635999892,-0.17737376292503448,-0.17366429175331355,-0.3101561942498048,0.005590990516850108,0.0016803176850927679,-1.23667475006215
741,23112849.165199988,24248949.13409996,1136099.968900001,11378468.039499993,12116357.057899985,737889.0184000001,3995618.6926000016,38.88183501486703,6933,20986957.200100023,22046187.017400026,1059229.8173000002,9811877.24500002,10383557.794700028,571680.5497000002,4072893.5099999984,38.454204892891696,5691,0.1459356334015257,79806318.27770068,-0.09648754474059018,-0.1481291853463631,0.019155249016030496,0.0011944282035948536,-0.005843910518130296,-0.42763012197533357
742,1466604.3024999998,1513688.9078000002,47084.6053,970731.4554000002,996499.6871000002,25768.2317,400998.7060000002,39.85622748664836,452,1494879.5238,1527141.3496999997,32261.825899999996,1030881.9816000002,1058475.6836,27593.701999999997,328102.94610000006,39.831459247551244,378,0.18916384582841136,5540130.539799995,0.01909588717912669,0.06012014257405163,-0.2006307811673409,-0.009980234813701822,2.1053746348802596e-4,-0.024768239097113565
750,2032060.786199999,2165803.5445999987,133742.75840000002,1874198.7124999997,2000899.0341999985,126700.32170000003,600923.8197999999,33.68908207018633,614,1913276.5253,2064272.1590999996,150995.6338,1754909.6541000009,1902460.278600001,147550.62450000003,577015.6438999999,34.04920421619655,520,0.25419660628450663,7840817.780900015,-0.06023321312447649,-0.0657638383001462,-0.04059879214168838,0.011395127395708159,0.014236098449355902,0.3601221460102195
751,12437127.597799985,12903585.318599984,466457.72080000007,11431382.518200004,11872557.186000003,441174.6678000001,3997862.6373,41.52422896347689,3895,12082448.969800016,12600311.317500008,517862.34770000004,11129294.957800005,11634166.195000004,504871.2372,3322136.1641000025,41.21381943851886,3672,0.2321748158855357,49701481.975499935,-0.02893225890306894,-0.026781608543931412,-0.1851518786917321,0.004949704699195999,0.006236371864409444,-0.31040952495802543
752,907806.8417000002,946489.7655000002,38682.923800000004,660100.4913000001,670466.8240000001,10366.3327,312791.05120000005,38.35764190652477,258,784510.8304,853019.6205999999,68508.7902,615991.7449999996,684500.5351999997,68508.7902,273495.05739999993,40.07039882232707,237,0.19074750178785368,3531347.313000002,-0.14597124900690694,-0.06915852050591909,-0.13425184953114666,0.03944338355011435,0.08462444392866275,1.7127569158023022
760,5185669.774299999,5427308.476599996,241638.7023,4575284.988699999,4805008.382100005,229723.3934,1492130.1156999997,41.28066143475968,1761,4111641.841800003,4264248.196800005,152606.355,3507018.678500001,3652680.5446000015,145661.8661,914882.8227000003,39.266175840829106,1347,0.2151862405172064,19137341.96760003,-0.23207658508052909,-0.26590269219338225,-0.4891639914235846,-0.008735350919800933,-0.007931081314342808,-2.014485593930573
761,4235157.7597,4566003.3029000005,330845.5432,3423538.3436999996,3680439.242399999,256900.89870000005,4084482.2626,30.495688542462545,1360,3371198.161799999,3659603.628099999,288405.4662999999,2732234.183499998,2977154.208999996,244920.02550000002,3153521.931200002,29.8098036787924,983,0.5050222208438885,23834568.305700004,-0.2281523600133024,-0.2255549629231588,-0.2586750775222306,0.0063493878522659225,0.012464794172718938,-0.6858848636701467
762,8630162.143700004,9114985.106299996,484822.96259999997,6728806.228000008,7162204.857699999,433398.6297,4856449.493500001,38.117383870287675,3112,8128504.640900007,8675145.361700011,546640.7207999999,6345524.178500003,6802058.370600001,456534.1921,4396985.486399996,37.99014291901069,2594,0.34365685000051066,41502798.873000145,-0.0598863176628619,-0.05864803664045937,-0.0993884246354444,0.009822623288102711,0.006605163973171603,-0.1272409512769883
770,1180097.557400001,1351880.2149,171782.6575,897511.2359000006,1052693.8501000009,155182.6142,43780.2049,38.50786494743013,467,954347.44,1087674.4123000004,133326.9723,693473.3170999995,768961.3358999995,75488.01879999999,47894.3516,35.405887589171236,376,0.05431153538273085,3686061.283100001,-0.21232459178669316,-0.2579128760809848,0.08981580449258075,-0.004489581270512355,-0.04924595341309235,-3.1019773582588925
771,1431337.0027000005,1484496.3619000004,53159.35919999999,1183599.3167,1227475.4134999998,43876.09679999999,911588.8927999996,38.35119112429739,492,1451506.9256,1518192.6999999995,66685.77439999998,1262696.256400001,1329382.0308000005,66685.77439999998,1076373.8912999993,40.049211587890554,421,0.4137942066316486,7766105.026599991,0.013993301425591298,0.06468925646281676,0.16616404997849799,0.008114753596433565,0.014417997313639762,1.698020463593167
772,9697726.082399998,9871682.086299995,173956.00389999998,8728782.432499992,8882772.321899993,153989.8894,2715680.843299998,33.30234172611295,2945,8706668.319699997,8870297.7568,163629.4371,7706272.376600004,7858244.124700001,151971.74810000003,2309067.691400002,33.38657542446237,2386,0.21297030337930092,36889713.35270015,-0.10780222793432692,-0.12459129914486589,-0.1621988466909361,8.251747880773617e-4,0.002003356693774914,0.08423369834942207
780,1452671.8949,1484030.4804,31358.5855,1296335.2159999998,1327693.8014999998,31358.5855,418071.45450000005,41.38149818572667,404,1482327.9386000005,1522441.0937000008,40113.155099999996,1340071.4549999998,1380184.6101,40113.155099999996,421162.5458000001,37.356407754781266,367,0.2415732739495232,5241372.694500005,0.02020923659441287,0.033181718362168766,0.00736649200844397,0.005217231021973957,0.005444777179056115,-4.025090430945404
781,1508623.328300001,1552053.1928000008,43429.86450000001,1057078.0707,1078109.6005,21031.529799999997,205625.53579999998,38.54402442701211,503,1276998.4390999996,1362443.1727999998,85444.73369999998,776930.2097999997,806523.3889999997,29593.1792,86479.5099,37.57263063673292,429,0.06792402292182619,4887802.128299999,-0.16668517712846942,-0.3079133175296427,-0.8661492211219244,0.034732145786145585,0.017184491966069474,-0.971393790279194
791,10144890.450700002,10476697.390299994,331806.93959999987,7640545.558400001,7892344.6098000035,251799.05140000003,4094184.9209999954,33.89893551010564,3170,9544986.473599996,9974654.21709999,429667.7434999999,6890108.564499991,7245596.151599987,355487.5870999999,3637483.3447,33.29915513854554,2704,0.2828373393504917,42232685.53590015,-0.0609541348078082,-0.10338216707361703,-0.11827560129210823,0.011405005599228003,0.0171583585827813,-0.5997803715601009
800,4674483.2875000015,5109377.593500002,434894.30599999975,1844394.6362000005,2005076.8560999995,160682.2199,629715.9627,40.01762863814455,1345,4041561.0998999984,4403316.3445999995,361755.24470000004,1776120.5801000004,1908170.5742000008,132049.9941,576263.2169,39.477953737827185,1027,0.10906696730458072,17006664.63770003,-0.14548760169220998,-0.0377195767260492,-0.0887043347638361,-0.0029617056832157984,-0.010935280562686,-0.5396749003173653
802,470264.9521,535397.0882000001,65132.1361,418898.7603,484030.8964,65132.1361,5882.3541,29.007254228197375,179,544735.2651,564534.8790999999,19799.613999999998,518830.93690000003,538630.5508999999,19799.613999999998,33983.291600000004,30.906459909273966,136,0.03544837932531642,1652692.5466000002,0.1470036607957983,0.2139488137832668,1.7539119413667787,-0.0865795807602458,-0.0978027655626447,1.899205681076591
810,32634131.82269987,34404051.10449987,1769919.2817999981,18998482.87429997,20311173.044599954,1312690.1702999994,4569995.611900001,34.08949692360274,10295,29561557.676200047,31204855.092200026,1643297.416000001,17428136.130999956,18573302.49339995,1145166.3624,3674965.4080000073,32.93153556499139,8463,0.11936374673760516,109542220.3003006,-0.09888393899131742,-0.08627320798143856,-0.21796852487732998,0.0012165107023446031,-0.002972386099653515,-1.1579613586113453
812,17015069.655100036,17272828.76010004,257759.10499999998,8044897.1024999935,8230177.865699993,185280.76320000007,2752674.6323,39.63348906946465,5138,15319018.540700046,15828394.42910004,509375.8884000001,6865625.881199991,7198097.223899993,332471.3426999999,2624852.032300001,39.105716754919605,4240,0.14090073465838718,58838815.84719981,-0.1050043033538941,-0.15851078517976624,-0.04754850677224809,0.017258339159378473,0.023676417489033603,-0.5277723145450466
820,9212168.538399998,9304126.0253,91957.4869,5569882.851599999,5643907.433199998,74024.5816,1989147.0918000005,35.69768922586049,2958,9103900.601900002,9230195.074600004,126294.47269999998,5692635.419899999,5802299.8632000005,109664.44329999997,1660464.1131999993,35.96843883187367,2639,0.17145856777227406,34201827.16379996,-0.011822318063256176,0.021799286162252685,-0.1806088002204369,0.0037992353702129156,0.005784329122945447,0.270749606013176
821,1463537.9401000005,1467517.4293000004,3979.4892,699965.1737000002,702823.3731000002,2858.1994,63088.86020000001,32.927522394396064,471,1424209.8406999987,1459134.1895999988,34924.3489,508951.07669999974,529322.7406999998,20371.664,99125.5955,35.55641676708216,411,0.07429075573685619,4937911.925399993,-0.027239588861036168,-0.31867868652050824,0.45184347553820636,0.02122326574112253,0.034419542240481986,2.628894372686098
822,1774740.8390999984,1801922.9365999983,27182.0975,940206.0582999998,963958.4480999999,23752.3898,300100.8091,35.38572162577469,574,1660262.4006,1766627.3856999995,106364.9851,900089.8515000005,923731.2824000004,23641.4309,138606.12850000002,37.83328665126815,493,0.10470277588254012,5683108.503900004,-0.06667874359971115,-0.04360446885715419,-0.772482145594017,0.04512288408608697,9.529366500005063e-4,2.4475650254934607
830,5003109.961100006,5088681.218500006,85571.25739999999,1119640.0842999993,1150837.8034999997,31197.7192,591183.8422,34.69102940137856,1457,5145380.444299995,5215085.837499997,69705.3932,937569.6274999997,953856.5277999997,16286.900300000001,596523.4518999998,34.63218549993863,1501,0.12416947366679856,16267951.972000005,0.028039599725499187,-0.1774715349204623,0.008991517861238307,-0.0034498922329194714,-0.010033911700020149,-0.05884390143992846
831,76321303.04590034,77550761.61570038,1229458.5698000004,32768102.703500014,33513833.447700057,745730.7441999998,14581806.619000014,39.139618598698675,24042,74480570.37080048,75800778.42040046,1320208.049599999,31545923.698199958,32296239.88529993,750316.1871000003,15047628.308800021,39.36407423992243,21156,0.16451992273668717,268649194.2501012,-0.024413809467617398,-0.03801118435908535,0.031445761649145254,0.00156321625832552,9.808770881841317e-4,0.22445564122375572
832,12739763.456400024,13383468.982100021,643705.5256999995,9908431.3886,10466013.403800005,557582.0151999998,3100566.7254999974,37.78798248757147,4247,12220020.5321,12773662.667399986,553642.1352999998,9446300.178099994,9925140.880399998,478840.7022999998,3082452.9356999993,37.831366244397984,3616,0.19194683559360692,47919351.04090014,-0.041652449023459326,-0.047762900803533626,-0.00585922174399478,-0.0047545876534148684,-0.00503026240266264,0.04338375682651474
840,58516784.26970003,60045914.26960005,1529129.9999000004,30421023.09809994,31509162.44209994,1088139.3439999998,12557595.50290004,38.65393531664029,18047,53943668.02069996,55777876.91439997,1834208.8937,28913353.33189994,30082973.07959994,1169619.7477000004,12736731.426600011,38.16458554001203,15096,0.1764158462409826,202920084.2973008,-0.08137330641354978,-0.05083037727007422,0.014164355444378884,0.007418152304842961,0.0043457311907064144,-0.4893497766282664
841,18166437.435399964,18434793.69249996,268356.2571,4535463.946400004,4619923.844100005,84459.8977,2243427.7670999994,41.15452589333296,5692,17120907.838499986,17411665.68869999,290757.8502,4100886.3580000014,4200458.974500002,99572.61649999997,1835109.1921999992,41.556100153012316,4989,0.1028355449042176,60956196.56839984,-0.05927539742918597,-0.10072424661679058,-0.20090096437002458,0.002141973185858112,0.005423510847464921,0.4015742596793572
842,99278667.87770014,101495653.8309004,2216985.9532000003,27711012.183099765,28725963.15709978,1014950.973999999,10541838.91749998,39.47834655676373,31527,92148742.86559989,94879873.64139989,2731130.775799999,26940044.107499972,28205136.200199984,1265092.0927000002,10890438.079399996,39.11473904432929,27064,0.09644617900714691,332073425.1144019,-0.0745266812137011,-0.02821607769667267,0.032533165566448474,0.00694198202553236,0.009521069847298759,-0.36360751243444156
850,38761896.24159985,39801700.79289991,1039804.5512999995,9905580.105199987,10231239.551899994,325659.44670000003,8291182.367699988,37.17627247271494,12222,33924671.62069983,35263028.87509989,1338357.2543999993,8702498.092699993,9057046.724599976,354548.63190000015,7328531.115600007,37.21135367478449,10050,0.18017852354260713,137815194.31270164,-0.13329518236039917,-0.12948812380461483,-0.12341748244419826,0.011828927441651399,0.007316252270042206,0.03508120206954857
851,1069712.389299999,1093527.613799999,23815.224499999997,548215.0040999998,559232.6293999999,11017.6253,233489.65319999994,38.94469185620284,346,949739.8555999998,1036550.0501999997,86810.19459999999,420887.6265,446301.6999,25414.073399999997,128312.12119999997,39.29753023970155,317,0.14581762719905453,3830223.737200007,-0.11895698539328059,-0.2643016756244734,-0.5986720217426189,0.061970811032178955,0.03724237966114798,0.3528383834987139
852,2031585.6493,2102531.8373,70946.188,783898.7536999999,808371.6032,24472.8495,172164.7951,31.553775088778167,705,2128094.3658000007,2160166.3793000006,32072.0135,595306.9580000001,611781.1919000002,16474.2339,211796.66000000003,32.9081608574167,640,0.0902989537421488,7218482.576900003,0.046410319149881474,-0.2752027030067925,0.2071745342844693,-0.018896206212439048,-0.0033459462831315,1.3543857686385365
860,10420479.218299987,10725007.627099983,304528.4087999999,4023257.7240000013,4185259.9169000005,162002.1929,1600636.0519999994,32.077105916903356,3294,9680397.259500002,10075498.411799995,395101.15230000013,3430903.8583999947,3680710.970899996,249807.1125,1629532.934799998,30.57901050713626,2677,0.14063785212484956,34186907.84349991,-0.07367008585667634,-0.15926821152331883,0.01789234793925054,0.010819818301993533,0.02916145788820939,-1.498095409767096
861,899617.9894999999,914199.1747,14581.185200000004,638972.4114999998,653553.5967,14581.185200000004,34017.2909,34.69124357770267,278,561392.8282999999,582400.7996000001,21007.971299999997,386371.42720000003,397283.39800000004,10911.9708,18172.4653,34.71571237094962,176,0.08916499077087005,3160698.7503,-0.47154932793048765,-0.5030621255196586,-0.6269613983315736,0.020121648776405276,0.0051558467795681795,0.024468793246946063
862,13956565.640700039,14608520.367000042,651954.7262999996,9769780.28210001,10299539.00170001,529758.7196,3406847.5765000056,35.57957480239828,4554,13483639.30110001,14168795.137000011,685155.8359000001,9688068.144700008,10200901.391299998,512833.2465999998,3169078.151199994,34.418736968211356,3867,0.17943919653904358,52382646.71540032,-0.034473005918130184,-0.008398936609310681,-0.07234665778555893,0.003728287240083332,-0.0011618609533607244,-1.1608378341869212
870,9443754.391600009,9811815.385899985,368060.9943,7056338.264700007,7377469.172000007,321130.9073000001,2043906.7449999994,38.6104777206519,3063,7762367.647899999,8033752.304000002,271384.65609999996,5780740.130200003,6011874.242100005,231134.1119,1818549.1635999982,37.71825014901917,2258,0.17176533238783015,33205489.323200032,-0.19606621514171607,-0.19939453286973752,-0.11682402719546126,-0.0037314573471909016,-0.005082335092884735,-0.8922275716327306
871,21663405.249100026,22476251.73580001,812846.4867000004,10595143.094300017,11213239.951400029,618096.8571000001,4712146.730400008,37.12948842201137,6948,19133817.028599996,20051435.24590001,917618.2172999993,9488162.714700028,10148606.889100023,660444.1743999999,4451510.164399997,36.871097703736396,5612,0.17102905930069795,75311179.0772003,-0.12416714835430298,-0.11035070582796536,-0.056900184198671155,0.009598537183983409,0.009955266102592217,-0.25839071827497406
872,4257309.98990001,4491534.625300009,234224.63539999994,2023514.342199999,2171463.255199999,147948.91300000003,229850.02539999998,35.711294865607435,1483,3812133.426400001,4127832.273100002,315698.8467,1627756.858799999,1791155.4760999992,163398.61730000004,277145.05710000003,35.25861206628813,1236,0.05738728421691328,14489529.441000003,-0.11044851619958251,-0.21763286633166956,0.18711400820116175,0.024332521775032284,0.023091976704712025,-0.4526827993193052
873,763927.0966999998,842358.5467,78431.45000000001,536577.9908000001,600634.9722999998,64056.98150000001,115097.5999,40.34491008024337,305,1069053.8217000002,1130497.7946999997,61443.973000000005,673872.3665000004,728764.1199,54891.7534,223406.76130000004,41.684249118163564,335,0.10246901789435256,3282148.731499999,0.33605689601987976,0.22782880464588295,0.6632136884121831,-0.038758087797431215,-0.03132706944920656,1.3393390379201904
880,10621644.577899996,10804589.394999998,182944.8171,4331722.356499993,4385042.759699992,53320.4032,1202908.0455,34.32453307901772,3468,10376289.123900026,10560488.347100027,184199.22319999998,3825243.248400001,3941693.4025999997,116450.1542,1315229.5657999995,34.21023438823084,3142,0.09650948979089216,36026574.84909973,-0.02337054919678394,-0.12434317617807977,0.08926922873100551,5.101619326965297e-4,0.01738357061573562,-0.11429869078688171
881,11128561.729399975,11619021.78609997,490460.0567000003,3759017.5004,4034755.422899999,275737.9225,1097775.9002000003,37.73449469326424,4065,11278053.78749999,11834923.757299978,556869.9698000001,3962277.215000003,4125759.4894000036,163482.27440000002,1476084.7513999988,38.181806101157015,3575,0.09734760033130442,35315023.30719991,0.013343762349450117,0.05266129410786213,0.2961069200995663,0.004841289992225828,-0.028715907468640174,0.44731140789277646
882,19297490.3509,19620526.8669,323036.51599999977,5710219.714000002,5834705.660000002,124485.94599999997,3111208.486699997,40.70817035753842,6156,17235713.783500023,17596535.028800014,360821.2453000001,4498024.709199996,4617850.262299995,119825.5531,3437866.4739000006,41.05515043003554,5050,0.1370952861798299,67364180.17820044,-0.11299143994588334,-0.23861915483986706,0.0998398362536772,0.004041031948062438,0.004612912360060079,0.34698007249711793
890,13103877.791900003,13427929.073200004,324051.2812999999,3926655.433399996,4092189.8322999957,165534.39889999997,2433370.721900003,39.67819850435879,4080,12413361.455000019,12822872.817300016,409511.36230000004,4006372.7806999995,4275873.885999998,269501.10529999994,2789073.1288000015,39.16525235069594,3497,0.16023972856715094,45406807.62979996,-0.05413477187368798,0.020098259718604794,0.136431904206459,0.007803374708591243,0.022577010032856837,-0.5129461536628526
891,7751834.255300012,7946586.725500014,194752.4702,1677026.5637999997,1724384.1255999994,47357.5618,2467037.8516000006,41.00117327115126,2503,6757804.849800004,7074985.8105000015,317180.96069999994,1459472.193500001,1526416.933400001,66944.7399,2155688.8213999993,40.56576206071977,2008,0.2506674210513723,30022332.20510007,-0.13723138250573363,-0.13894746372926292,-0.13490786941651578,0.020323632847234232,0.016393976285002845,-0.43541121043148934
892,20533697.5776,21243663.598500006,709966.0208999998,5384935.198599996,5580196.546599996,195261.34799999997,3926074.907,39.277033524977746,6370,19299814.232200105,19832166.325600088,532352.0933999995,4573345.499899993,4810071.382299989,236725.88240000003,4642483.749300001,39.80409659817518,5459,0.16825624213695553,72047238.76949981,-0.06197185029294516,-0.16336028289570237,0.1676093384213999,-0.006577269550766766,0.01422278921526745,0.5270630731974322
900,15252714.729699977,15626291.165799987,373576.4360999997,7878743.191299976,8155088.231699975,276345.0404,1520485.8660000004,39.88925899144021,5164,14603361.658800019,15028591.647600036,425229.98879999993,7245177.5222000005,7421914.984899998,176737.46270000003,1519951.8682999993,39.498657347583084,4584,0.09609819371797387,46536762.25200009,-0.04350574945948438,-0.08383231946792336,-3.5126370092442016e-4,0.004387816679250776,-0.010073291667223892,-0.39060164385712426
