state_name,nc_emp_pp_pre,nat_epop_pre,nat_share_pre,nat_menoba_epop_pre,pop_pre,nc_emp_pp_post,nat_epop_post,nat_share_post,nat_menoba_epop_post,pop_post,E,d_nc,d_nat_epop,d_nat_menoba,nat_jobs_beyond_pop,E10,abb
Missouri,3.248507067125229,83.69028122060456,0.9235909715234281,83.00076508376456,2334904.1916083354,3.6094666873041543,84.88186796760772,0.9179600728067382,85.15017573940533,2376809.716463646,0.029810779721106753,0.36095962017892536,1.1915867470031571,2.1494106556407644,1.1005387613190871,0.2981077972110675,MO
Montana,1.5036896554978674,84.04079058428873,0.9627434060726086,84.24028785012639,405968.1150083339,1.0278287506942643,85.0300998760863,0.9745243392491606,86.20933035270065,423849.9614545444,0.014642399758359795,-0.4758609048036031,0.9893092917975679,1.9690425025742542,0.9524509972444707,0.14642399758359795,MT
Nebraska,6.6624029147803165,88.04250569923146,0.8396942188006862,88.63705224891137,727057.484783335,7.881193859046718,87.71123200369432,0.8382005929519206,89.16972857122089,761569.5625999984,0.06268079439719522,1.2187909442664013,-0.3312736955371349,0.5326763223095128,-0.2781686069832709,0.6268079439719522,NE
Nevada,12.560759204254083,79.58845334422399,0.7207733339416015,80.38030202196077,1278326.3083249985,9.887426703996034,81.2162596058291,0.7592760370403063,83.4783377954684,1321357.107754548,0.11812696766225572,-2.6733325002580486,1.6278062616051017,3.0980357735076325,1.173279346188124,1.1812696766225572,NV
New Hampshire,3.1917940642726377,85.07538906261736,0.9060178643425174,85.64555323678003,494391.17099166644,3.33760943701465,85.57908224183834,0.8997453014027392,84.7520515816377,513275.50412727235,0.028474165186915857,0.14581537274201217,0.5036931792209742,-0.8935016551423303,0.4563550185216799,0.28474165186915856,NH
New Jersey,14.996336810983117,83.17944722073234,0.6154332149249955,76.68384579430463,3537496.866033344,14.53083698061756,81.3296223849453,0.6241602566282954,74.90288691395372,3623672.181272712,0.14469038325273673,-0.4654998303655571,-1.8498248357870466,-1.7809588803509087,-1.138443645736524,1.4469038325273673,NJ
New Mexico,6.576476837505175,76.7371233952392,0.8575105317448177,78.07404853020782,771679.0417666662,7.909653531175169,77.2845010746333,0.8419773201357866,74.69530641327313,764664.0665999997,0.07148684350203259,1.3331766936699943,0.5473776793941028,-3.3787421169346885,0.46938212492248144,0.7148684350203259,NM
New York,10.290818331274146,80.97527122927578,0.6994891589695361,74.78818631405743,7437647.268850067,10.365356466947349,80.6511738710076,0.6998888670696473,74.26255098918826,7856970.312218148,0.11230925167502226,0.07453813567320289,-0.3240973582681761,-0.525635324869171,-0.22670258855925493,1.1230925167502226,NY
North Carolina,10.64175708586534,80.31251456529907,0.8141061764993617,80.53435075206784,4113766.6192499977,7.052625183103827,80.18486733756079,0.8352806387479408,80.2635840682632,4027649.094263641,0.09277824006007909,-3.5891319027615127,-0.1276472277382794,-0.27076668380463786,-0.10391839651475392,0.9277824006007909,NC
North Dakota,4.683363834898985,87.34151537117792,0.9122180785260722,87.93447822932717,298912.00129166595,5.33745312162257,87.16266757718327,0.8931111797891713,87.22949540095897,302980.11148181785,0.03763617340853473,0.6540892867235852,-0.1788477939946489,-0.7049828283682018,-0.1631481909864254,0.3763617340853473,ND
Ohio,3.5071494069747584,82.20544252118651,0.9080138021416835,81.70127647135448,4301164.315716661,3.3775968355237502,81.78233544303492,0.9118962616023877,84.07088555011889,4236378.066327233,0.03358980029305253,-0.12955257145100818,-0.4231070781515882,2.3696090787644124,-0.38418706674548203,0.3358980029305253,OH
Oklahoma,6.298261882274646,79.06671700344243,0.8881497364474816,78.8764362151098,1515255.0423249986,4.945987312474061,79.83911943583416,0.8857912035268991,81.38664015927482,1475950.19828182,0.06250819644611097,-1.352274569800585,0.7724024323917291,2.5102039441650135,0.686009016760108,0.6250819644611096,OK
Oregon,5.832937185170973,82.58360718312812,0.8546368476341074,83.19362707679402,1713653.260958328,6.028568664182597,80.79409577189203,0.8727520931781537,80.88784671889147,1721179.2872181744,0.06817677151895069,0.1956314790116238,-1.7895114112360915,-2.305780357902549,-1.529382391304076,0.6817677151895069,OR
Pennsylvania,4.7525911541184644,82.54410332113241,0.8554539275962755,81.58388608381564,4805227.937475015,6.172994516024447,83.74360615861542,0.8454697145558993,84.59942326896875,4923057.864118207,0.047631485912094845,1.4204033619059828,1.19950283748301,3.015537185153107,1.0261194134877178,0.47631485912094845,PA
Rhode Island,9.337874967697497,83.4492385492491,0.7896978209677615,78.80254583034554,418812.84546666505,8.219713055148805,83.51737480948077,0.7866339133751337,78.27852964436035,411612.8266090915,0.07713194784605305,-1.1181619125486915,0.06813626023166819,-0.5240161859851895,0.05380705623384072,0.7713194784605305,RI
South Carolina,7.1253495164552305,78.9378715299734,0.8632174234620598,81.74604758202705,2004251.4122083306,6.958487234436008,82.3655963209371,0.8571990063795409,83.08006831474786,1999259.4759636363,0.0602425317075523,-0.16686228201922226,3.427724790963694,1.3340207327208162,2.9588717623927074,0.602425317075523,SC
South Dakota,3.8641761972068593,87.8351017142948,0.9236254706085486,88.89994454315702,326976.50107500073,4.147848540993546,84.90813802461017,0.9078797466491172,85.70786558887617,327709.6874818181,0.028280193416143816,0.2836723437866864,-2.9269636896846265,-3.192078954280845,-2.703418215339097,0.2828019341614382,SD
Tennessee,5.416021452441861,79.1174748184714,0.8919216769064442,79.14830072215248,2771161.559758325,5.492581523989501,78.30482260490444,0.8835948906208858,78.23062442223326,2806325.646518178,0.053377941668111495,0.07656007154764044,-0.8126522135669489,-0.9176762999192221,-0.7248221250663669,0.533779416681115,TN
Texas,14.147117890466976,82.02164785416369,0.712084233967213,83.95389595337507,12214284.85672499,12.09676269382659,80.79843660547071,0.7335326454004918,81.92142739385967,12671987.004127236,0.14721455177083756,-2.0503551966403855,-1.2232112486929765,-2.0324685595153937,-0.8710294450056162,1.4721455177083755,TX
Utah,7.516576797662274,81.2547730186879,0.8552766360801892,84.77510303462444,1338676.2413083387,7.874110856242446,81.88051132078245,0.8528716416308765,85.99708271752606,1418375.1893090883,0.07349933240112189,0.35753405858017206,0.6257383020945468,1.221979682901619,0.5351793500819533,0.7349933240112189,UT
Vermont,2.7994475094100246,85.22943558595743,0.9258722041624612,83.00693078018394,250602.7719666667,1.4621585566990996,82.16747438822523,0.9498461849780413,79.06167973918775,230796.76544545387,0.02231217995014134,-1.337288952710925,-3.0619611977322023,-3.945251040996183,-2.8349847632042438,0.2231217995014134,VT
Virginia,8.09176085481683,83.6971517434489,0.7978367563715935,81.53266024464611,3372808.3671166697,7.58061457200099,82.53342018061278,0.7974816475755291,83.34120379329441,3413150.426918171,0.07941763352407202,-0.5111462828158393,-1.1637315628361193,1.8085435486483021,-0.9284678153804147,0.7941763352407203,VA
Washington,11.285694714522933,79.54687786169953,0.759211148305351,80.71639256607335,3207130.0006833435,11.947904741787863,79.8703070138031,0.7467576641641581,80.05781897916987,3275870.9711000007,0.10168466782162135,0.6622100272649298,0.3234291521035715,-0.6585735869034863,0.24555101796397852,1.0168466782162136,WA
West Virginia,1.4691804687778427,75.4120538881395,0.9684830250380284,75.03071330861916,613942.9016166648,0.9475919100532423,75.32186138142389,0.9751186261679172,77.23426361683141,614161.3409818144,0.013247583914318663,-0.5215885587246004,-0.09019250671560997,2.2035503082122574,-0.08734991173969663,0.1324758391431866,WV
Wisconsin,4.5809223965268995,85.89288481997146,0.917675601182658,86.3454858405357,2257796.691849997,4.824085509090005,85.17457839845541,0.9080554683917592,86.43549842915834,2250044.6694181804,0.04201374395083827,0.24316311256310552,-0.7183064215160471,0.09001258862264194,-0.6591722771981022,0.42013743950838267,WI
Wyoming,2.293463340420558,84.06466731414395,0.9508472947820101,87.19935307337023,211300.4052833342,2.613158050246316,82.02197471777949,0.9399375324232119,85.36005622538899,221974.97389999972,0.01982997873717389,0.3196947098257579,-2.0426925963644607,-1.8392968479812453,-1.942288729324388,0.1982997873717389,WY
