state_name,nc_emp_pp_pre,nat_epop_pre,nat_share_pre,nat_menoba_epop_pre,pop_pre,nc_emp_pp_post,nat_epop_post,nat_share_post,nat_menoba_epop_post,pop_post,E,d_nc,d_nat_epop,d_nat_menoba,nat_jobs_beyond_pop,E10,abb
Alabama,3.4107073857876524,76.46370099744934,0.9344265003902663,79.5209719379161,1912668.174208331,4.6996834202884274,77.44955233469254,0.9137720420573184,78.94473138598204,1877394.780581811,0.03560386731493228,1.288976034500775,0.9858513372432043,-0.5762405519340632,0.9212056149652316,0.3560386731493228,AL
Alaska,2.787976075971822,77.27905095700214,0.9198492451872274,74.45290395623417,279276.9015166646,2.442381565455383,79.53250711765263,0.9238575472566184,77.72698655753724,277073.531063636,0.035839311925187606,-0.3455945105164391,2.2534561606504866,3.2740826013030784,2.0728399484368576,0.35839311925187606,AK
Arizona,9.606271813767885,83.67881662569194,0.7830236760331162,82.70604687119501,2835923.3397,9.18805927243967,79.83773784349351,0.7958630524411034,80.51472333311075,2881781.1989727216,0.10520259749265251,-0.4182125413282147,-3.841078782198423,-2.191323538084262,-3.007655627969814,1.052025974926525,AZ
Arkansas,4.9049621109449575,78.4182829220669,0.9077998393259222,78.82492327439002,1108280.7482249972,5.291631600429969,80.44222880710214,0.8990155850806204,83.33071756655487,1113711.1157090948,0.05272069253412757,0.3866694894850111,2.0239458850352463,4.50579429216485,1.837337749239358,0.5272069253412757,AR
California,14.0949667384672,79.52031329952533,0.6500311760739526,77.60330522296192,15849279.161616577,12.559662809098286,79.63319179664562,0.6786255436836485,79.07929936153447,15882630.223454498,0.16224175728868073,-1.5353039293689132,0.11287849712029185,1.4759941385725455,0.07337454223656358,1.6224175728868073,CA
Colorado,7.412185238437317,84.45260217503835,0.8496784032730389,82.44634202202863,2471906.8026416646,7.032249965040219,82.94888841294708,0.8552038413200114,83.0728691020831,2460673.673772726,0.06614890795842052,-0.3799352733970984,-1.503713762091266,0.6265270800544727,-1.2776731083534012,0.6614890795842052,CO
Connecticut,9.77797782069392,84.66493158548268,0.7562664832495877,82.04453611258451,1340482.80265,8.009640802016758,82.59255405074605,0.7915847847089316,77.86131722714796,1379310.590981818,0.0980406528305285,-1.7683370186771619,-2.0723775347366313,-4.1832188854365455,-1.5672696701607225,0.980406528305285,CT
Delaware,10.647266178550883,83.70374681209248,0.771751865725565,82.4086100766624,362323.95358333364,9.273151478124486,82.56891363292422,0.7983764825998602,80.23377263027572,368383.06861818215,0.08171498036399351,-1.3741147004263965,-1.134833179168254,-2.1748374463866753,-0.8758096233103744,0.8171498036399351,DE
Florida,11.518492062728493,78.99518377940787,0.696570336823695,81.2091168235827,8291106.7413666705,13.790288761950151,78.61572663545029,0.6738928958020263,80.11772849414987,8518976.015245557,0.1318828492591106,2.2717966992216585,-0.37945714395758046,-1.0913883294328315,-0.2643185905766891,1.318828492591106,FL
Georgia,8.976174734394412,80.05603494834426,0.7976117217377804,79.30136306067878,4374861.819333334,7.808830384973255,80.59009750845885,0.8244023883469993,81.29587182370351,4326697.418618172,0.09200356229486653,-1.1673443494211568,0.5340625601145916,1.9945087630247258,0.4259745580886863,0.9200356229486653,GA
Hawaii,7.361483729786512,82.30999207679838,0.7965718003786304,80.77700653789178,482411.1567750019,6.096102905109242,84.78220157753933,0.8013864829869339,83.94803568175016,499431.845100001,0.07812690891364779,-1.26538082467727,2.472209500740945,3.1710291438583766,1.9692923729183696,0.781269089136478,HI
Idaho,6.463898275671005,82.26139129960661,0.8866355373290571,85.31905936837815,750914.3682333292,4.427156806987246,81.57670477981094,0.9026875250281706,83.58012401066739,772891.8070272709,0.05902173432286366,-2.0367414686837586,-0.684686519795676,-1.7389353577107585,-0.6070674003810013,0.5902173432286366,ID
Illinois,9.317164791592713,83.35682925106215,0.7756052816265302,80.00057989025237,4901536.56224999,8.55546376802936,82.47359592337702,0.7860132455617223,78.80196363461336,4877264.473272755,0.10016148113918233,-0.7617010235633526,-0.883233327685133,-1.1986162556390099,-0.685040433861165,1.0016148113918233,IL
Indiana,6.169085546079818,82.67870436598798,0.8755469413816677,83.58742673784603,2582894.7036500024,6.115012408734375,81.99666330348882,0.8687564058573961,82.91000828404701,2690973.404336342,0.05608298931175706,-0.05407313734544239,-0.6820410624991666,-0.6774184537990209,-0.5971589661678481,0.5608298931175706,IN
Iowa,7.402444927360715,86.97675065628472,0.8653175428028113,86.49566714114638,1110211.5541750016,5.84151306666858,86.3978019948905,0.8865411636506134,84.76981186792759,1180696.0641272753,0.04975182811776638,-1.5609318606921354,-0.5789486613942216,-1.725855273218798,-0.5009744330866247,0.4975182811776638,IA
Kansas,7.1079774687448936,84.7838626552295,0.8444295727874128,85.7131306379656,1075256.6144083308,5.278692674467953,84.78869854768723,0.8907900082741513,85.6866133611249,1077335.4460999984,0.0610594380758162,-1.8292847942769406,0.004835892457734303,-0.026517276840706927,0.00408357060213045,0.610594380758162,KS
Kentucky,5.4941421285446586,78.07072910951649,0.8970861609131623,78.87771716769122,1665648.4127500027,5.27130539270235,76.62786251773683,0.9025441193259213,77.12608300832494,1697931.2889727287,0.061845064634626724,-0.2228367358423089,-1.4428665917796621,-1.7516341593662759,-1.294375651529476,0.6184506463462672,KY
Louisiana,4.295929256453005,75.39379024292454,0.9064654111197984,75.17542046829271,1641770.9558583412,4.724889351743875,77.18128473318617,0.9045942808990538,77.90240275402255,1684108.4590727335,0.0460879286162116,0.4289600952908703,1.7874944902616363,2.7269822857298323,1.6203019279893887,0.46087928616211604,LA
Maine,1.3611299137861583,80.90580605860391,0.9559738834128706,78.67644342560402,492772.41457499977,1.26042773269464,81.8671813410235,0.9555567237785441,81.27835035854464,510090.1079090897,0.016538327008786966,-0.1007021810915183,0.9613752824195814,2.601906932940622,0.9190496621517924,0.16538327008786965,ME
Maryland,11.009020835499832,85.35870787628028,0.7347443042915834,86.59150209745681,2352907.5346833305,8.97430645018683,82.65149101284968,0.7178996120136248,78.01397521163743,2415483.263181818,0.09793531279800018,-2.034714385313002,-2.7072168634306024,-8.577526885819381,-1.9891121708877606,0.9793531279800017,MD
Massachusetts,11.111704994492142,83.71995297602145,0.7324594124641002,80.05658388639654,2740738.234224989,11.750985326847953,85.08072374830552,0.7252922336674112,78.17359608188599,2846337.8275908823,0.1132229117577807,0.6392803323558116,1.36077077228407,-1.8829878045105488,0.9967093603655098,1.132229117577807,MA
Michigan,4.322504175022068,81.68041815369911,0.8828388746968081,80.44686875554999,3757276.84305832,4.110547675366671,80.21349010687844,0.8846473703509322,78.43503270776017,3673506.736990914,0.03795345578890957,-0.21195649965539687,-1.4669280468206694,-2.0118360477898136,-1.2950611061163464,0.3795345578890957,MI
Minnesota,7.183447374843996,87.57609957621358,0.8460255583718002,86.59371043299915,2186195.13011667,6.137346977819131,85.77829025038544,0.8637568246566697,85.83584614448814,2096868.0339272728,0.052697216719106425,-1.0461003970248646,-1.7978093258281405,-0.7578642885110014,-1.520992638729782,0.5269721671910642,MN
Mississippi,1.8053171958738363,77.0402613324306,0.9592707311402405,76.93819562020091,1038570.6581749986,2.063100300256662,74.27139993940955,0.9520048156355634,75.74210394709932,1026217.8403454565,0.021387364410208436,0.2577831043828258,-2.768861393021055,-1.1960916731015914,-2.6560876929092925,0.21387364410208437,MS
