base_quarter,latest_quarter,labor_share_base,labor_share_latest,change_index_pts,pct_change,pctile_postwar,n_quarters_postwar,n_quarters_lower,min_since_date
2024 Q4,2026-04-01,96.94,93.446,-3.4939999999999998,-0.0360429131421498,0.0031446540880503146,318,0,-Inf
