date,window,pctile,wage,n,months,wage_lag12,yoy
2024-12-01,12,p50,25.966355866355865,67986,12,24.90618429189858,0.04256659960563036
2025-01-01,12,p50,26.085185185185185,67929,12,25.08034188034188,0.04006497637222828
2025-02-01,12,p50,26.18148148148148,67933,12,25.15443322109989,0.040829711858508144
2025-03-01,12,p50,26.31851851851852,67873,12,25.26111111111111,0.04185910123891223
2025-04-01,12,p50,26.516049382716048,67594,12,25.344444444444445,0.04622728822641142
2025-05-01,12,p50,26.62863247863248,67269,12,25.366666666666667,0.04974898076080736
2025-06-01,12,p50,26.7201804368471,67098,12,25.405555555555555,0.051745567162142736
2025-07-01,12,p50,26.81111111111111,66741,12,25.47716049382716,0.05235868485450523
2025-08-01,12,p50,26.9,66545,12,25.555555555555557,0.052608695652173854
2025-09-01,12,p50,26.983333333333334,66399,12,25.646913580246913,0.052108404736690206
2025-10-01,12,p50,27,60819,11,25.744444444444444,0.048769961156668096
2025-11-01,12,p50,27.066666666666666,60458,11,25.855555555555554,0.046841426729694824
2025-12-01,12,p50,27.09141414141414,59890,11,25.966355866355865,0.04332753817473445
2026-01-01,12,p50,27.094444444444445,59269,11,26.085185185185185,0.038690898764730974
2026-02-01,12,p50,27.154938271604937,59036,11,26.18148148148148,0.03718111944169378
2026-03-01,12,p50,27.22222222222222,58762,11,26.31851851851852,0.03433717984801565
2026-04-01,12,p50,27.233333333333334,58683,11,26.516049382716048,0.027050935841326007
2026-05-01,12,p50,27.322222222222223,58788,11,26.62863247863248,0.026046765418625828
2026-06-01,12,p50,27.352525252525254,58607,11,26.7201804368471,0.02366543957937317
2026-07-01,12,p50,27.4,58690,11,26.81111111111111,0.021964359718193105
2026-08-01,12,p50,27.43483245149912,58473,11,26.9,0.01988224726762522
