date,emp_nat,emp_nzd,emp_ncz,emp_for,emp_all,pop_nat,pop_all,un_nat,lf_nat,emp_nat_prime,pop_nat_prime,epop_nat_men,unrate_nat_men,epop_nat_men_prime
2020-08-01,64703.218358299375,7040.5569412999885,7198.788557300003,14239.345498599983,78942.56385689948,105762.34921230178,126035.63300080219,5552.218922400005,70255.43728069903,40438.7738418002,49909.97606819985,0.6117793226057936,0.0790290280340386,0.81023428635874994
2020-09-01,64747.50307879973,6946.472845599972,7456.914795200015,14403.38764079999,79150.89071960047,105966.77911750111,126127.11898780124,5249.127865900012,69996.63094470018,40646.17670000029,50119.64770480051,0.6110169962512927,0.0749911502176013,0.8109828891735636
2020-10-01,65653.0065906,6558.434389899993,7971.714524900015,14530.148914799967,80183.15550539998,106126.63757550079,126217.68801389947,4657.756529900005,70310.76312049998,41046.18789719993,50188.10889699972,0.6186289143844119,0.06624528483523141,0.8178468724820532
2020-11-01,64695.11315369957,6632.225928300001,8334.42643169999,14966.652360000024,79661.76551369953,105834.09856340029,126296.3229932995,4663.635532999992,69358.74868669997,40585.16488300006,50011.712319099766,0.6112879878212761,0.06723932627542166,0.81151320362811
2020-12-01,64375.798800699835,6569.937062800005,8265.012323900019,14834.94938669997,79210.74818740015,105656.46473760068,126367.38498580267,4715.541262000005,69091.34006269969,40486.94798800007,49919.205006100026,0.6092935151727633,0.06825082937631112,0.8110495346040196
2021-01-01,63853.80815599995,6853.467118399987,7907.729334599995,14761.196453000028,78615.00460899941,105426.31751199826,126191.56599799731,4914.157137500001,68767.96529350024,40266.206141900206,49822.74008249993,0.6056723753889339,0.07145997582633834,0.8081893142614125
2021-02-01,63788.53257970101,6978.162715999995,7983.960302100007,14962.12301809999,78750.65559779995,105185.27720930023,126224.37899100034,4828.590857800002,68617.12343750088,40298.85967620034,49664.491002100716,0.6064397439650516,0.07037005656755735,0.8114219810386414
2021-03-01,64227.29385179983,6845.97665409999,7990.490896700011,14836.467550799984,79063.76140259967,105642.04569070082,126266.22500110045,4572.246171900001,68799.54002369994,40609.21165840007,49864.729105000006,0.6079709402811523,0.06645751076714992,0.8143874916654892
2021-04-01,65092.282464199445,6929.9693981000055,7807.516503700011,14737.48590180002,79829.76836599963,105694.6659271984,126315.60200489828,4237.9608124,69330.24327659982,41011.411211800136,49968.358593600125,0.6158521046751259,0.061127159117158124,0.8207476164136561
2021-05-01,65513.626156100036,6789.107524099998,7930.756706299987,14719.86423040003,80233.49038649986,105798.15866989952,126369.30899779974,4171.898660800004,69685.52481689984,40978.78361369995,50002.50146249961,0.6192321962852764,0.05986750722996999,0.8195346715690377
2021-06-01,66025.15400199982,7114.567257499995,7863.329391399981,14977.8966489,81003.05065089982,105808.90621649956,126433.61400339946,4495.4811986,70520.63520059953,40807.0113509001,49794.63483410024,0.6240037475380691,0.06374703213906648,0.8195061875010428
2021-07-01,67101.03217199996,7069.235027399994,8040.44133800001,15109.676365400046,82210.70853740028,105718.15088799926,126499.31700359975,4043.4996153999987,71144.53178739967,41463.70867400003,49940.74103800014,0.6347162867338519,0.056835002126138644,0.8302581782366847
2021-08-01,66759.3232768999,7185.478983099987,8158.996566200016,15344.475549300005,82103.79882619926,105805.77677920026,126570.13700919929,3655.756631299994,70415.0799082,41613.55359749985,49940.79506569984,0.6309610430460327,0.051917240398874735,0.8332577313347725
2021-09-01,66577.08661650018,7292.538170300001,8293.112993499997,15585.651163799974,82162.7377802995,105730.2402848999,126647.50298319939,3325.5415883999976,69902.62820490006,41583.59539679994,49849.676593199925,0.6296882182155461,0.04757391351083538,0.8341798430538349
2021-10-01,66455.01169920003,7292.965066100007,8668.695956400006,15961.661022500013,82416.67272169986,105488.22722319938,126718.59398410033,2957.806526800001,69412.81822599958,41594.93467599975,49618.183627899896,0.6299756233327332,0.04261182015646948,0.8383002285599842
2021-11-01,66524.4986051995,7354.435713699995,8729.667963299993,16084.103677000003,82608.60228220034,105321.10362950119,126778.6600171009,2786.1330161999954,69310.63162139985,41458.61384519941,49415.08536049934,0.6316350314673831,0.04019777270850565,0.8389869923879552
2021-12-01,66301.96953679976,7251.72432730001,8664.337522000005,15916.061849299973,82218.03138609989,105459.06713880118,126831.83399440047,2785.7538691000036,69087.72340589967,41310.97566129979,49395.240615499744,0.6286986158291695,0.04032198097964996,0.836335143761539
2022-01-01,66238.25329999949,7268.033509100005,8933.67033890001,16201.703848000008,82439.95714799929,106384.53072889957,128236.18799529911,3441.0475308000014,69679.30083079933,41545.51508559971,49896.43744289954,0.6226304975560298,0.0493840708757371,0.8326348976947211
2022-02-01,67429.56015330015,7171.460921999996,9021.77720590001,16193.238127900033,83622.79828119966,106558.89930269918,128295.82899129945,3242.2161607,70671.77631399994,42176.61438280032,50094.69884700023,0.6327914476833577,0.04587710016364373,0.8419376771106377
2022-03-01,67904.17815280058,7058.632799899991,8953.73392399998,16012.366723899993,83916.54487670079,106920.28681620045,128354.8300071994,2984.3143958,70888.49254860057,42546.31225979967,50316.24732389943,0.6350916198862255,0.04209871431183247,0.8455780095426719
2022-04-01,67751.03635269977,7239.41466080001,9065.311174299997,16304.725835099995,84055.76218779983,106553.46185080048,128411.21400790052,2617.4006200999993,70368.43697279994,42646.148857899396,50215.43134689922,0.6358407805423244,0.03719566232672929,0.8492638162020444
2022-05-01,68169.74181049975,7410.21369339998,9071.539258900008,16481.752952300016,84651.49476279979,106442.86384250208,128469.88201340208,2435.2578040000008,70604.99961449971,42791.6307263001,50096.14740740006,0.6404350592386066,0.03449129406269251,0.85419005134872
2022-06-01,68624.14759779905,7238.583985800011,8966.444490699983,16205.028476499987,84829.17607429945,106876.84289700013,128547.42900520092,2767.2959656000007,71391.44356339898,42597.15735609983,50100.212255699706,0.642086215663517,0.03876229177439886,0.8502390596409842
2022-07-01,68820.0483598991,7477.438450699995,9168.197145999995,16645.63559669997,85465.683956599,106607.45005159784,128635.8490012994,2574.5657942999997,71394.61415419931,42572.62038360012,49958.301537100175,0.6455463321427377,0.03606106461671476,0.8521630854880989
2022-08-01,68698.73929570017,7554.595783500008,8964.75665069998,16519.352434199995,85218.09172990001,106930.10622359981,128721.71499729963,2583.6987267,71282.43802240003,42589.87108809995,49993.77983839989,0.642463958205048,0.036245936564179945,0.8519034012984742
2022-09-01,68477.82591600006,7781.813170100004,9089.523646100013,16871.33681619995,85349.16273219993,106779.55797089901,128807.40900739959,2398.7788137999996,70876.60472980031,42637.771977900295,49923.66378600051,0.6413008933288762,0.03384443742677511,0.8540593527083381
2022-10-01,68243.40363590015,7889.386371900003,9295.799382300023,17185.185754199974,85428.58939009893,106396.4000292998,128897.1070085993,2364.9452466000002,70608.34888249991,42420.61203710009,49748.67953600019,0.6414070740843398,0.03349384717288221,0.8526982511445914
2022-11-01,67919.5648306002,7701.0349073000025,9321.324788299999,17022.3596956,84941.92452620028,106366.1000666997,128982.72401479955,2453.861717999999,70373.42654859986,42344.95763379981,49669.38764389994,0.6385452205919877,0.03486915215511587,0.8525363335942059
2022-12-01,68056.85679689999,7721.032448099991,8991.334024000007,16712.366472099973,84769.22326899982,106726.37753179944,129049.77899899917,2395.5353191000027,70452.39211599986,42602.85170289995,49830.90394099971,0.6376760681924414,0.03400218569095218,0.8549484021671
2023-01-01,67928.8716608004,7834.272379899995,8805.065239499994,16639.337619399997,84568.20928020145,107439.48735810175,129998.49500760032,2987.0432843000017,70915.91494510094,42774.16062750013,50336.53270850014,0.6322523806762939,0.04212091582844839,0.8497637466451284
2023-02-01,68284.78645250041,7760.725939300004,9080.2872054,16841.013144700006,85125.79959720049,107282.80402669898,130071.53198719978,2980.349943499998,71265.13639600023,43019.53086800013,50176.651615900104,0.6364933045141763,0.04182058849840734,0.8573615313614907
2023-03-01,68414.66911409982,7838.371306300004,9301.783592599983,17140.154898900088,85554.82401300038,107343.29727989975,130150.25000270143,2993.4722473999964,71408.14136149961,42998.31413579979,50203.38842359968,0.6373445836651284,0.04192060163344282,0.856482310974593
2023-04-01,68531.10931250012,7757.317838699988,9369.856009599995,17127.173848300004,85658.2831607999,107491.24652640034,130234.35200090031,2483.6122007000004,71014.72151320011,43049.5582726,50396.8382909999,0.6375506055338986,0.0349732020034515,0.8542114889038186
2023-05-01,68438.55913420014,7757.051330499997,9478.7052387,17235.75656920006,85674.31570340079,107371.90672820064,130319.28599740143,2593.419060199999,71031.97819440022,42990.70334779971,50292.95104139955,0.6373972598572204,0.03651058475525394,0.8548057423079257
2023-06-01,69217.95844380003,7837.355990800023,9301.895765299994,17139.251756099962,86357.21019990041,107943.1608283006,130408.02000710093,2935.586108600001,72153.54455240016,43278.897474800324,50658.27711730041,0.6412445023163749,0.0406852653852381,0.8543302286926782
2023-07-01,69586.22755250052,7834.142041999998,9291.4965596,17125.638601600018,86711.86615410041,108013.29732630057,130506.55299670064,2703.0989869999994,72289.32653950037,43465.39693210003,50725.355579300456,0.6442376010639267,0.037392781429814136,0.8568771265516175
2023-08-01,68800.82484500018,8167.758289400004,9221.562084099987,17389.32037350001,86190.1452185008,107782.86732179961,130608.47200489929,2933.135932700003,71733.96077770022,43082.65617030011,50378.01831370007,0.6383280251729292,0.040889083788216256,0.8551875919776698
2023-09-01,69036.61013620002,7773.417009699998,9433.64757319998,17207.064582899988,86243.67471909958,107954.08756249979,130712.62098829972,2828.316375299999,71864.92651149999,43425.327856600255,50586.69312860009,0.639499732663957,0.039356004557346974,0.858433812746083
2023-10-01,68921.12144419986,7794.608098499998,9181.926620000017,16976.534718500065,85897.65616269973,107921.80478360009,130816.25000370102,2684.3364963999984,71605.45794060016,43428.46376740016,50604.06867320008,0.6386209124504298,0.03748787555589369,0.8582010282189003
2023-11-01,68786.82046460055,7880.883531400004,9509.716226100014,17390.599757499956,86177.4202221007,107685.09762839998,130903.45401119965,2740.6820197999987,71527.50248440052,43212.01368750004,50440.80317779997,0.6387775279915731,0.03831647862160035,0.8566876608840069
2023-12-01,68050.63131339995,8094.609399899991,9427.945477800018,17522.554877699957,85573.1861910999,107303.83120379932,130985.40500169936,2797.2325309,70847.86384429986,42889.707850099854,50289.76191209998,0.6341864083506319,0.03948224235874479,0.8528516783409222
2024-01-01,66877.27103580012,7971.842241200015,9227.790354299987,17199.63259549999,84076.90363129992,107039.99297420037,130436.32699459945,3235.234664000001,70112.50569980007,42277.004642900174,49968.080970900235,0.6247877001628672,0.04614347514339694,0.8460802140374554
2024-02-01,66735.15864099991,8298.088119600003,9430.78709720001,17728.875216799963,84464.03385780015,106479.29206580021,130520.1489940996,3127.1424484999966,69862.30108949983,42095.561951900025,49555.774857000106,0.6267430722563415,0.04476151514811756,0.8494582533190626
2024-03-01,67553.25234950018,8208.870704600005,9755.099811800012,17963.97051640007,85517.22286590029,106376.32328680049,130604.89101230032,3096.781070200001,70650.03341970037,42279.69869280005,49455.499097200096,0.6350403009076588,0.04383269080431151,0.854903892683467
2024-04-01,67865.04315649992,7922.154907999995,9576.0460273,17498.200935300014,85363.24409180094,107033.91417590131,130694.04498910141,2660.5786815999977,70525.62183810031,42628.298110899836,49866.83721379994,0.6340517739542756,0.03772499429650776,0.8548426267367737
2024-05-01,67627.12922690004,8029.671620299985,9548.205157900005,17577.87677819999,85205.0060051003,107196.25323859994,130782.24298880046,2912.6510535000016,70539.78028039994,42541.17132660013,49956.34269790001,0.6308721357674133,0.041290900565922314,0.8515669688603609
2024-06-01,68746.65415890038,8057.024068099993,9527.906688099994,17584.930756200054,86331.58491509987,107411.79205620063,130874.71798410047,3038.479262900001,71785.13342180027,42870.59378270017,50023.49822580026,0.6400289283222306,0.042327416807130314,0.857009111781573
2024-07-01,68812.7625646,8118.267958300004,9609.8252424,17728.09320070002,86540.85576530034,107469.59328180025,130974.88299679969,3266.568835400002,72079.33140000029,43050.75216090001,50001.0670639,0.6402998323829452,0.045319077909759704,0.8609966684487418
