yr,nilf_childcare,nilf_family,abs_childcare,pt_childcare
2023,0.33452894401907096,1.3227570650258853,0.16837618087865253,4.21351605924935
2024,0.22871198688489153,1.065954259212779,0.16049537484243104,4.3272507499762956
2025,0.2554980117779355,1.1804350687933065,0.16892131622679918,4.145810747709916
2026,0.29591401899282616,1.2218017828153311,0.11105591016851121,3.998210242212181
