from,to,d_emp_men_all,d_emp_men_native,d_emp_men_foreign,d_emp_men_noncit,d_pop_men_native,epop_nat_men_0,epop_nat_men_1,d_epop_nat_men,unrate_nat_men_0,unrate_nat_men_1,d_unrate_nat_men,emp_nat_counterfactual,emp_gain_beyond_population,foreign_male_decline,epop_required_change,epop_gap_pp,share_of_decline_absorbed
2024-12-01,2026-08-01,725.0758204003359,1200.8254211004387,-475.7496006999463,-830.7102616000066,2347.161656900411,0.6309536855532326,0.6284028475102206,-0.002550838043012038,0.04088642622225864,0.046276227578325974,0.005389801356067335,69289.3161076104,-280.12487691010756,475.7496006999463,0.004332211383006276,-0.6883049426018314,-0.5888073820723633
