date,UE,UN,EU,EN,NE,n_u,grp
2015-01-01,0.194937765062658,0.22041744327551996,0.009751586920358683,0.017037139376547977,0.06722448898636275,1294,Native prime-age
2015-02-01,0.22213135949285018,0.18397921304363338,0.008498725289907623,0.01743202949167998,0.06359622356181464,1138,Native prime-age
2015-03-01,0.24902293203032663,0.22953866230958336,0.009774305241113914,0.016570467195490643,0.06220180468876161,1132,Native prime-age
2015-04-01,0.21028518617161904,0.1964430063280841,0.010270990636649619,0.017526464058824423,0.06324506850747044,1011,Native prime-age
2015-05-01,0.2214354482506973,0.2340087953902867,0.010846318356194118,0.020805904711733096,0.06345391629059843,1043,Native prime-age
2015-06-01,0.242655084844521,0.2150194047370575,0.01150849962538147,0.02347071232865042,0.07570943404383099,986,Native prime-age
2015-07-01,0.23602801757664182,0.211168420766884,0.00971574121229667,0.01906936047076896,0.0835806035535579,1084,Native prime-age
2015-08-01,0.2948959764149014,0.2175884058186137,0.008875832805135665,0.016604177617031743,0.07021304422943467,1041,Native prime-age
2015-09-01,0.23763667030490657,0.2088859036343593,0.010013574520566396,0.017696698278422816,0.07142632981837176,904,Native prime-age
2015-10-01,0.21108504462737104,0.19573511928138596,0.00906532265468521,0.015839519671873945,0.06819210908891123,992,Native prime-age
2015-11-01,0.22275490080664007,0.20899027641655415,0.010403454854891622,0.018074880239856556,0.060425768492458086,941,Native prime-age
2015-12-01,0.19591446878190585,0.22215959118005432,0.011065823714893928,0.020560850374962025,0.07499093965738164,976,Native prime-age
2016-01-01,0.1833497676860144,0.22656270776274073,0.008388293968924706,0.01698256584288415,0.07771128743561988,1029,Native prime-age
2016-02-01,0.21288215627799736,0.19842820224079105,0.009095824581821893,0.015242674566366238,0.06825429402132092,1046,Native prime-age
2016-03-01,0.25175566316457326,0.21482158833170203,0.00921956244978743,0.01735915136564046,0.05964496812178148,1026,Native prime-age
2016-04-01,0.2605264274330473,0.20031979918377185,0.007707002708676967,0.016310427182003175,0.06308386806798556,923,Native prime-age
2016-05-01,0.23421739509205336,0.21538153905806365,0.011853103405421984,0.021298738744356387,0.069806980630866,875,Native prime-age
2016-06-01,0.23633793155853547,0.1981708667048406,0.010020417476781002,0.020362862304524346,0.07137006143220943,927,Native prime-age
2016-07-01,0.21095450397834994,0.19411509407862182,0.010452286585762501,0.019552304649197015,0.07647721059113982,1027,Native prime-age
2016-08-01,0.32796908222067506,0.17782111809335513,0.009424716894097063,0.018671452132587998,0.08189803736864404,1045,Native prime-age
2016-09-01,0.26228939993414807,0.20099855577035194,0.008211681897256172,0.01657230150667074,0.06900744576169725,964,Native prime-age
2016-10-01,0.23402964707656798,0.2469276813829902,0.00879275036303371,0.016197126853294913,0.0682746982275873,958,Native prime-age
2016-11-01,0.2084463621125662,0.24107632388850264,0.009438317080474256,0.017987070598729293,0.06506411493183774,893,Native prime-age
2016-12-01,0.21688528756895226,0.1896189741066567,0.012112738143072904,0.018918529283303266,0.07377104899360347,922,Native prime-age
2017-01-01,0.2615756555636463,0.1896758430965964,0.010466629829211595,0.01632813955922894,0.07440386210123051,1009,Native prime-age
2017-02-01,0.2205101417772131,0.2280093146429465,0.009102678288517135,0.015812489055940328,0.06769234602022105,978,Native prime-age
2017-03-01,0.2745714088826533,0.21996052369730723,0.007175075755173578,0.016631449122571775,0.059679375230049854,926,Native prime-age
2017-04-01,0.25042935896874247,0.2022420335444689,0.008788510116120429,0.01768178521011954,0.06729833528526236,849,Native prime-age
2017-05-01,0.2619952069207769,0.24134722445420576,0.011554164328447615,0.020646418563903226,0.07355202037539703,793,Native prime-age
2017-06-01,0.2756264131862899,0.2109754900660515,0.011427873994916201,0.020650649129853777,0.07579958552826382,829,Native prime-age
2017-07-01,0.2827322266945544,0.18434736450364952,0.011387553598804667,0.020360267285893532,0.07807470831428985,922,Native prime-age
2017-08-01,0.3445532374332125,0.20783630652412252,0.008870791776635308,0.019015409551706854,0.09518131281875539,904,Native prime-age
2017-09-01,0.28745974508181915,0.19974319150957273,0.006805624871741975,0.018225469509027828,0.07283384798536094,786,Native prime-age
2017-10-01,0.23629037861237354,0.2090867501952681,0.008598199168929737,0.01669586859496562,0.08086642060513793,712,Native prime-age
2017-11-01,0.24947242875804293,0.21380551821483976,0.009988457285065177,0.018768078332982312,0.06770474509135366,741,Native prime-age
2017-12-01,0.20896106986605584,0.23175952050274953,0.011109147094358991,0.018511475651125306,0.07833417909031422,709,Native prime-age
2018-01-01,0.24833184076126907,0.19107775172471864,0.009728767084083111,0.01567694967666633,0.07294000233045353,799,Native prime-age
2018-02-01,0.2606745566882842,0.21229082673397212,0.008566071552817998,0.015799787657989887,0.06691975754152181,778,Native prime-age
2018-03-01,0.25738828368318106,0.24037517974320222,0.006731879858686588,0.019333285029399534,0.05830418347332935,793,Native prime-age
2018-04-01,0.2613393036265821,0.22353328198002048,0.00685399162040572,0.016529038277514622,0.07017474446097535,734,Native prime-age
2018-05-01,0.25983653552060537,0.22479189477058745,0.011304312631164552,0.021212974967231235,0.07238700432054784,626,Native prime-age
2018-06-01,0.25556140869765076,0.21639911932174122,0.007832703333381295,0.020912175838074858,0.08125925202038592,716,Native prime-age
2018-07-01,0.35899751735258056,0.1855293638576681,0.009441551475942167,0.02202182191690735,0.08481928016735653,755,Native prime-age
2018-08-01,0.29990841001978885,0.23744187891876914,0.006620003067606036,0.018908994133022085,0.0823092810959298,737,Native prime-age
2018-09-01,0.3021917266773348,0.2084752328931403,0.007511047909380913,0.01784419811732455,0.07034843266751382,668,Native prime-age
2018-10-01,0.24748863749515052,0.2404444899834292,0.006903043942697142,0.019509846781230397,0.07005072706818273,643,Native prime-age
2018-11-01,0.24257828726827418,0.23762056916937807,0.008737957409487098,0.018201101845387035,0.0842773656346116,640,Native prime-age
2018-12-01,0.26899655914093407,0.23036804607689654,0.011755462541161835,0.020739832173525714,0.07378753332937163,686,Native prime-age
2019-01-01,0.27993273645284134,0.19410659189142265,0.009313969615833643,0.017664809602749475,0.08429761053743638,760,Native prime-age
2019-02-01,0.2601245313784597,0.2041201362465495,0.008523927799696185,0.017640962378158435,0.07295216390170459,714,Native prime-age
2019-03-01,0.260258934969824,0.20224443978140377,0.005186266631470686,0.017937738133560484,0.06566632960895792,685,Native prime-age
2019-04-01,0.2830047016883423,0.24836295623470822,0.006415789658956682,0.018935668299825806,0.07272548203470347,599,Native prime-age
2019-05-01,0.24720844491306704,0.22290268745063313,0.009738632485744834,0.020557603499648712,0.0661314549779491,584,Native prime-age
2019-06-01,0.2355940679546922,0.21708533703226374,0.008612010399028336,0.023316990638893344,0.0758889977356601,638,Native prime-age
2019-07-01,0.34426983234301406,0.18048927494673994,0.008154155011115768,0.0204052180158787,0.09178048155592267,709,Native prime-age
2019-08-01,0.282905210293956,0.2367741310986972,0.006605612935515861,0.019392723351298744,0.09309422731691448,676,Native prime-age
2019-09-01,0.21860423225230335,0.24752279677014216,0.0077602336200215645,0.01726701333514312,0.08063921373289641,607,Native prime-age
2019-10-01,0.26502553167533305,0.19898194524040053,0.00810624390074545,0.018223719711657975,0.07624477215341216,594,Native prime-age
2019-11-01,0.26552364311007565,0.20100093169777797,0.007909343846206137,0.01643367494963437,0.0758211105857592,573,Native prime-age
2019-12-01,0.26913848096320037,0.2176160010856915,0.010980375428277213,0.02003012101891704,0.08290442850499574,597,Native prime-age
2020-01-01,0.23428699014328427,0.22381074412273777,0.007362563804791943,0.016160574791690377,0.08145056160091085,652,Native prime-age
2020-02-01,0.25695841203601705,0.2017947578540197,0.013342411038556852,0.020715952674982375,0.06995404727988462,630,Native prime-age
2020-03-01,0.23535580212317972,0.30600570461407317,0.0863701095322511,0.04163113357895992,0.05558640976950444,644,Native prime-age
2020-04-01,0.34744810337535054,0.14633014904595013,0.029881728540666348,0.01923175369533479,0.08103788518861488,1880,Native prime-age
2020-05-01,0.3659249728500834,0.1408479559620763,0.022627410098846036,0.019010088599647538,0.07599710033029702,1503,Native prime-age
2020-06-01,0.28818542543148,0.15580635830008954,0.021622926312892424,0.0211360373522481,0.09115856540291556,1216,Native prime-age
2020-07-01,0.2898645729418591,0.15714596530504912,0.011217590413143802,0.019292673026700683,0.09342506624680985,1230,Native prime-age
2020-08-01,0.2692235638315123,0.19454853405038852,0.01303570260858868,0.020201089688854295,0.0879382287794187,1108,Native prime-age
2020-09-01,0.2917402793891661,0.18378392101684127,0.0114590722843064,0.018076136874507515,0.07782094172745978,1146,Native prime-age
2020-10-01,0.2144667803577584,0.15928518410530934,0.009621726395307909,0.020161380539585053,0.0668730519008874,1073,Native prime-age
2020-11-01,0.19773664992606113,0.2358633911225319,0.012128352475965712,0.020552013010677352,0.06936072978917192,984,Native prime-age
2020-12-01,0.20906934159692667,0.1825570271104499,0.014539328566503104,0.018359471514182858,0.07454599589817923,914,Native prime-age
2021-01-01,0.21813925909063553,0.19520951054794286,0.010111818040192965,0.01573656061095528,0.07042220370437792,1037,Native prime-age
2021-02-01,0.22408832183236113,0.2136763858847421,0.00899023833954138,0.017199275614959313,0.06621655650959758,1005,Native prime-age
2021-03-01,0.24819843167748687,0.20805108062418207,0.009580076321886918,0.019640278343539836,0.07102770899215848,981,Native prime-age
2021-04-01,0.20646311606219578,0.2067401113691768,0.00821561510371253,0.017907300407117396,0.059514188301014785,947,Native prime-age
2021-05-01,0.18892794071134192,0.18918761860264002,0.010831361608247863,0.020365124931786233,0.0671051936349869,869,Native prime-age
2021-06-01,0.24633214821338126,0.21906277777797703,0.012216181639467655,0.020437844694173934,0.08136124662799608,881,Native prime-age
2021-07-01,0.25960827862806607,0.18782866349617008,0.009833837266718885,0.02010269562676968,0.08642379877271211,865,Native prime-age
2021-08-01,0.2731076084212243,0.24158810295669497,0.008495778176966643,0.021011072391014095,0.09167776322049535,769,Native prime-age
2021-09-01,0.26060232483763385,0.18529699300729682,0.006286682440274648,0.02013888445246106,0.09231367161039598,671,Native prime-age
2021-10-01,0.26020538715918695,0.22602601226641714,0.008477797632560591,0.01868030592691903,0.0825869558485343,582,Native prime-age
2021-11-01,0.2592153510577562,0.22330556866237583,0.007195835476276143,0.018582880196095837,0.07899203607286581,545,Native prime-age
2021-12-01,0.28890499295418626,0.2237975094341751,0.012683915160508537,0.021639789651963556,0.07783570957663606,534,Native prime-age
2022-01-01,0.3247366619430942,0.17375188127431634,0.009276096587031738,0.01582798729764277,0.09025529978331198,601,Native prime-age
2022-02-01,0.3146328078397603,0.2040014086622273,0.007230887551066087,0.015853344058112617,0.08737230876554967,577,Native prime-age
2022-03-01,0.29982205854672694,0.2499612600866552,0.008701142266959219,0.018601039495385375,0.07497317372478751,540,Native prime-age
2022-04-01,0.2878583961184178,0.21385872978309553,0.006889731076039952,0.016877833300807887,0.07257085314949151,476,Native prime-age
2022-05-01,0.27428985884268897,0.24112107366080732,0.009720288040324931,0.02352363913389651,0.08110623352357559,442,Native prime-age
2022-06-01,0.27294902529297865,0.2399302383971497,0.010086675054028271,0.01861549458206499,0.08721311704255333,477,Native prime-age
2022-07-01,0.3313596320616796,0.22179386145517013,0.009139515786188759,0.020497917102581045,0.08615266833848774,565,Native prime-age
2022-08-01,0.3328353298054989,0.19845923348024685,0.006985194388033332,0.020998923656293307,0.09169919702589698,531,Native prime-age
2022-09-01,0.26201662468656733,0.2485502515229523,0.00827255311345507,0.017762152299795782,0.08515911014056468,483,Native prime-age
2022-10-01,0.27178190555849124,0.25046068482458606,0.007928351402764997,0.019152069440868277,0.07373889410194204,430,Native prime-age
2022-11-01,0.25878040810384834,0.26108895325021286,0.00792600078829648,0.019281427192368174,0.07747982029059676,442,Native prime-age
2022-12-01,0.21455408112618962,0.2668298469353123,0.009613339277133632,0.019715592268051356,0.08356355468796858,427,Native prime-age
2023-01-01,0.3130084520305314,0.16296712829755222,0.008749348555510015,0.017032306034887795,0.09156331323701626,473,Native prime-age
2023-02-01,0.2430713638600368,0.20798983936963197,0.007474385411662619,0.014357631451029185,0.06639155385152934,480,Native prime-age
2023-03-01,0.28128212316589435,0.19099282856555824,0.006084574612871089,0.01850694094197951,0.06612425187710648,499,Native prime-age
2023-04-01,0.23817079785779727,0.23066223317375228,0.007709964089434972,0.017397129976986822,0.07317884822796165,479,Native prime-age
2023-05-01,0.2496816699265016,0.2540803778358772,0.00892420675652438,0.020584141961398593,0.0866897104785958,480,Native prime-age
2023-06-01,0.269534872259882,0.21674959150450654,0.00878410437406423,0.022332614897443575,0.08820396621099022,501,Native prime-age
2023-07-01,0.2803580046047818,0.19901067896992972,0.007738992166368767,0.020533300896220377,0.08026756704270241,513,Native prime-age
2023-08-01,0.38543837490123456,0.19750620967620416,0.008143168828831038,0.01645326569039519,0.09553442193883208,514,Native prime-age
2023-09-01,0.28251388981161285,0.22365673593198132,0.0064876043731662315,0.016594197599706758,0.07887991344106944,438,Native prime-age
2023-10-01,0.2838580747585079,0.2261697235666894,0.006207980548996432,0.017717195809926697,0.07248456131272624,465,Native prime-age
2023-11-01,0.24325392438057952,0.20824157603287535,0.007510402564508158,0.0181856314966747,0.06222794355791306,436,Native prime-age
2023-12-01,0.20548144842389326,0.23242451200510603,0.010066400131587758,0.01663418865678889,0.0738852887071166,485,Native prime-age
2024-01-01,0.27559666909250696,0.19433018237969804,0.007870993327113211,0.016394515932974803,0.08418971071465713,528,Native prime-age
2024-02-01,0.2571128862111481,0.16729823315054723,0.007736754411975948,0.014047051298857914,0.06785125292579625,527,Native prime-age
2024-03-01,0.2620008128499134,0.23939661830624026,0.006836182236634696,0.01507528690490151,0.05745716370008217,503,Native prime-age
2024-04-01,0.28596235222162775,0.23611400238711763,0.007236291843311417,0.01907088601056531,0.07966360937538249,457,Native prime-age
2024-05-01,0.23647140747242923,0.20896727125570497,0.008964186625037663,0.01993486734989605,0.06983569242916582,486,Native prime-age
2024-06-01,0.2341413678397438,0.18423466948641762,0.009631635470069483,0.015142269049585424,0.08394563361228893,537,Native prime-age
2024-07-01,0.3186578674425923,0.18366224851303412,0.010938348778724788,0.019143958848176084,0.0895826086228118,603,Native prime-age
2024-08-01,0.3230224459027816,0.18481305566870876,0.006882583524730935,0.016336388365337122,0.08122640204030822,570,Native prime-age
2024-09-01,0.23681050805485782,0.21533230951211044,0.006783851668169786,0.015966226146460746,0.06566675932777565,502,Native prime-age
2024-10-01,0.2207125204460083,0.19995075296699816,0.006411480255977887,0.014546703112137042,0.06827770978043239,509,Native prime-age
2024-11-01,0.21578686605138428,0.2279016848823661,0.007467811755853643,0.017242137535444745,0.06336415652688282,537,Native prime-age
2024-12-01,0.22959432373773095,0.24062746378512398,0.011212354813162349,0.01714229099916674,0.07145673754166688,501,Native prime-age
2025-01-01,0.25871063324694293,0.18022324470683695,0.0077427149966831175,0.016084533118838045,0.06944563192653383,530,Native prime-age
2025-02-01,0.2467003040312248,0.22971818112014633,0.008473612366543792,0.014708112013306235,0.0728804556771259,559,Native prime-age
2025-03-01,0.26131587799631556,0.1826751760824216,0.006615437440215171,0.017441822464477248,0.06475300183056762,521,Native prime-age
2025-04-01,0.29239502871253603,0.19626554059092932,0.008582845992837564,0.021745060754275066,0.07612626393893668,490,Native prime-age
2025-05-01,0.2519688573718727,0.2164884526906677,0.01021780607373638,0.016764288848070158,0.059179800196885866,507,Native prime-age
2025-06-01,0.2693468681673471,0.20764919575354654,0.01188758178306031,0.020207582016348608,0.07895680502903188,490,Native prime-age
2025-07-01,0.3323490468764646,0.1778903912943597,0.0088510388748371,0.019240896995220923,0.10569677087459667,560,Native prime-age
2025-08-01,0.27866652351268084,0.17672569536835214,0.007952540169029923,0.016805731028741194,0.09743731275691739,561,Native prime-age
2025-11-01,0.2229598187329538,0.248680974756655,0.009152781705088639,0.01882435380291937,0.07555316138949314,489,Native prime-age
2025-12-01,0.21972387734796037,0.18625581055226817,0.008774998480696293,0.01960337380034149,0.07946951488609588,473,Native prime-age
2026-01-01,0.22692450768400738,0.18275904948507876,0.007659824835184191,0.01635028656877694,0.08280240465346468,559,Native prime-age
2026-02-01,0.19034995088524703,0.21290261044319497,0.0069395632036021795,0.018122427027881895,0.07607333744630315,584,Native prime-age
2026-03-01,0.26210114058694045,0.21942232635178838,0.008964121137240709,0.01845390438775268,0.07270353812065555,507,Native prime-age
2026-04-01,0.24690677211501635,0.18930712036985525,0.005723164900574588,0.01875911322093539,0.07245428729922523,477,Native prime-age
2026-05-01,0.19232777154704422,0.21412312977341688,0.007970286154609048,0.019954616563237187,0.06318735979857559,484,Native prime-age
2026-06-01,0.2537564574246294,0.1751622506641835,0.00900327864649535,0.021258258520153506,0.07627649426346156,521,Native prime-age
2026-07-01,0.23136571121240423,0.19288470974955044,0.009224125964791767,0.019666590983038683,0.07859775909178318,560,Native prime-age
2015-01-01,0.2579257374475345,0.2786274781912305,0.016833702949250243,0.0278440723639904,0.07910994483592848,242,Foreign-born prime-age
2015-02-01,0.29879467128286036,0.2421221389766299,0.010563476791235715,0.024227358201267805,0.09130118139893408,249,Foreign-born prime-age
2015-03-01,0.41158613027209223,0.1552808554735507,0.01642019315762055,0.022697770031560774,0.07877660939521404,207,Foreign-born prime-age
2015-04-01,0.30767590284409735,0.24443954420430508,0.009603249973742352,0.02772988204536193,0.08751607421140087,210,Foreign-born prime-age
2015-05-01,0.25448486358851674,0.2521038580982182,0.01196145021498666,0.029185332969857876,0.0734791039430401,193,Foreign-born prime-age
2015-06-01,0.20614612889511053,0.3013471054070653,0.012340438757113097,0.02665915516775913,0.08198836693702845,169,Foreign-born prime-age
2015-07-01,0.3456940779702121,0.2804936168818606,0.012886327133080354,0.026573625277595936,0.07807504114422084,221,Foreign-born prime-age
2015-08-01,0.29028671613243456,0.2291752440689003,0.011617889005580207,0.027889209604053375,0.08957352364949703,166,Foreign-born prime-age
2015-09-01,0.30993657725046,0.24133089876831898,0.010133021401586693,0.031162053399982247,0.08876751462668855,185,Foreign-born prime-age
2015-10-01,0.20794764786667994,0.26739741878523476,0.011713228615444106,0.022513557053201096,0.07200639000916592,175,Foreign-born prime-age
2015-11-01,0.21663143161413817,0.23772958231610605,0.016257339657731133,0.029748232993382227,0.08044145992074034,180,Foreign-born prime-age
2015-12-01,0.32086540177792777,0.21936873091440398,0.016776674040333974,0.025988358147205893,0.0876556667147825,194,Foreign-born prime-age
2016-01-01,0.25718849578635533,0.24355722012772285,0.01017135660941734,0.028607781867372655,0.07710113720779165,211,Foreign-born prime-age
2016-02-01,0.3401950618141322,0.1780948339484127,0.010770439552553699,0.025459196608543216,0.08231287107166527,173,Foreign-born prime-age
2016-03-01,0.32039395193327586,0.2508062745664989,0.011372474093260887,0.026885727160986177,0.07468336444642051,185,Foreign-born prime-age
2016-04-01,0.29131282359697414,0.24799256593648739,0.008346180245379873,0.02221150442141976,0.06060343255500256,166,Foreign-born prime-age
2016-05-01,0.3101019453864421,0.21164501282799691,0.012144499273272795,0.026906575533847045,0.07500729820053788,151,Foreign-born prime-age
